id,title,latitude,longitude
496,Zion Poplars Baptist Church,37.3993075,-76.5091167
495,Zenda Community,38.510078,-78.762476
494,Young&#039;s Spring and Spring Park Historic Site,37.5993906,-77.4655578
493,Yorktown Victory Center,37.2357961,-76.5055578
490,Wytheville Training School,36.9508582,-81.0845907
488,Winchester Colored School (in the Old Stone Church Building),39.1853819,-78.1600007
487,Wilton House Museum,37.562524,-77.519615
486,Williamsburg Historic District,37.271021,-76.697497
485,William H. Trusty House,37.0221159,-76.324245
484,William G. Price Property,37.383726,-76.628215
482,Wiley Hall,36.7733841,-81.8333229
481,Wharf Hill ,36.9823605,-76.6308738
480,West Point Monument Honoring William Carney in the Elmwood Cemetery,36.860704,-76.286257
478,Watson Reading Room,38.812027,-77.048326
477,Watermen&#039;s Museum,37.2390224,-76.5105901
476,Waterford Community,39.187404,-77.609962
475,"Warren Street Society, Inc. ",36.9966324,-79.89179
474,Warren Street Community,36.9963133,-79.8914634
472,Waller and Company Jewelers,37.54537,-77.4416482
470,Virginia&#039;s Executive Mansion,37.5399387,-77.434687
469,Virginia War Museum,37.0188815,-76.4564861
468,Virginia University of Lynchburg,37.395221,-79.151599
467,Virginia Union University,37.56,-77.45
466,Virginia State University,37.2353454,-77.4217145
465,Virginia State Capitol,37.537785,-77.4340743
464,Virginia Randolph Cottage Museum,37.6611729,-77.4823223
463,Virginia Museum of the Fine Arts,37.5559239,-77.4750808
462,Virginia Museum of Transportation,37.2729445,-79.9458951
461,Virginia Historical Society,37.5577621,-77.4729175
460,Virginia Commonwealth University Libraries,37.5477097,-77.4535247
459,Virginia College and Virginia Seminary,37.3950096,-79.1513138
458,Virginia Air & Space Center,37.024009,-76.344318
457,Vinegar Hill,38.0321508,-78.4843284
454,Valentine Richmond History Center,37.5417949,-77.4310947
452,Uptown Neighborhood,38.8086538,-77.0462052
451,Upper Appomatox Canal,37.2261214,-77.4214142
450,Uniontown Community,38.140219,-79.049179
448,Undine Smith Moore House,37.221194,-77.4061285
443,Truxtun Historic District,36.817911,-76.32563
441,Town of Wytheville Department of Museums / Thomas J. Boyd Museum,36.9508582,-81.0845907
439,Tinner Hill Monument,38.8809402,-77.1748512
438,Thoroughfare Community,38.8215447,-77.6600732
437,Thomas Slave Chapel,37.346243,-79.488426
436,Thomas Jefferson&#039;s Poplar Forest,37.3589356,-79.2680319
434,Thomas Calhoun Walker Homeplace,37.4126059,-76.522387
433,Thomas Calhoun Walker Elementary School,37.3785828,-76.5098294
432,Third Street Bethel African Methodist Episcopal Church,37.547723,-77.436162
431,Third Baptist Church,37.2164382,-77.4084213
430,The Washington House (formerly known as Fincastle Sterrett&#039;s Ordinary),36.712525,-81.969842
429,The Triangle (or The Avenue),37.2253238,-77.4046573
428,"Thyne Institute Memorial, Inc.",36.8418674,-78.4449007
427,The Tavern,36.71279,-81.969367
426,The Stonewall Jackson House,37.7846937,-79.4414263
425,Robert Russa Moton Museum,37.2918687,-78.3981577
424,Read House,37.5182232,-75.8329645
423,The Lyceum,38.80352,-77.047696
422,The Heights Historic Community,37.2112612,-77.4072045
421,Dismal Swamp,36.62876,-76.481583
420,Brickhouse Banking Company,37.491266,-75.8556966
418,Tasley and Weirwood Fairgrounds,37.463249,-75.891838
417,Sweet Briar College (formerly Sweet Briar Plantation),37.555844,-79.0838445
416,Susie R. C. Byrd House,37.2200204,-77.4023319
415,Stubbs School,38.195319,-77.5868747
414,Stratford Hall Plantation,38.1519269,-76.839449
411,Stanton Family Cemetery,37.6543722,-78.3899995
410,St. Stephen&#039;s Episcopal Church,37.2226501,-77.4060935
406,St. Paul African Methodist Episcopal Church,39.1892132,-78.163597
405,St. Luke and Odd Fellows Hall ,37.2259,-80.4108
404,St. Luke Building,37.551107,-77.43702
401,St. Francis de Sales,37.6044785,-78.0006766
399,Spottswood (Spotsy) Poles Home,39.19018,-78.158874
397,Southwest Virginia Museum,36.8648544,-82.7778795
396,South Side Railroad Depot,37.2339011,-77.4045137
389,Sixth Mount Zion Baptist Church,37.5503281,-77.4384991
388,Site of 17th Century Estate of Anthony and Mary Johnson,37.5953873,-75.8965372
387,Shirley Plantation,37.347445,-77.25595
380,Scrabble School (former Woodville Rosenwald School),38.5939351,-78.1405269
379,Schoolhouse Museum,36.978619,-76.638673
378,Schaeffer Memorial Baptist Church,37.1391873,-80.4079808
377,Samuel Bibbins Cemetery,37.333435,-75.951641
376,Salem Museum Historical Society,37.294815,-80.047573
375,Saint Paul&#039;s College,36.7617527,-77.8503009
371,Russell Grove School,37.3312411,-77.9877156
369,Rockbridge Historical Society,37.784172,-79.441193
368,Rock Run School,36.7183368,-79.9790879
367,Robinson House: Manassas National Battlefield Park,38.8202291,-77.519825
366,Roberts Memorial United Methodist Church / Davis Chapel,38.7990024,-77.0480325
365,Robert Robinson Library,38.8113279,-77.0479274
364,Robert Orrick Home,39.184,-78.167595
362,Richmond&#039;s Canal Walk,37.533741,-77.4326143
361,Richmond National Battlefield Park-Civil War Visitor Center (Historic Tredegar),37.5349446,-77.4453588
360,Richmond National Battlefield Park and Medal of Honor Monument ,37.527458,-77.412141
358,"Richmond Almshouse, West Building",37.552299,-77.4305249
357,Reynolds Homestead,36.6432566,-80.149361
356,Reedville Fisherman&#039;s Museum,37.8433471,-76.2750752
