OBJECTID,Hpoly_ID,Subtype,Name,WaterElv,Editor,DateModify,Creator,DateCreated,ShapeSTArea,ShapeSTLength
330,326,1,TOMAHAWK CREEK TRIBUTARY,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,2458.17208363832,389.787217548866
331,327,1,BURTON CREEK,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,1144.01831865625,263.590445771633
333,329,1,BLACKWATER CREEK TRIBUTARY,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,9487.45279403686,1180.51795269713
332,328,1,PERKINS BRANCH,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,17598.020182953,3791.86338182971
334,330,1,BLACKWATER CREEK TRIBUTARY,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,33486.02288436,6845.74196454331
335,331,1,BLACKWATER CREEK TRIBUTARY,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,4465.53556793577,890.101293887467
337,333,1,BLACKWATER CREEK,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,1376.15472484708,179.84996907763
338,334,1,BURNT BRIDGE BRANCH,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,1163.87749238968,322.55908630386
336,332,1,IVY CREEK TRIBUTARY,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,29294.6971677537,4662.80220179935
339,335,1,IVY CREEK TRIBUTARY,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,24291.6342046356,3789.84624920502
343,339,1,WILLIAMS RUN,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,14488.0229358787,818.614283963423
344,340,1,BUCK BRANCH,,LYNCHBURGVA\gisusr1@PWK-GIS-USR1,2011-02-22T15:03:18.000Z,,,2850.07289247112,359.589668391113
