objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1225607","1255300","FCC: Antenna Structure Registration (GIS)","9/25/2006","37.9251","-76.866699","","912 Marsh St.","Tappahannock","VA","","51","057","7.631648","30.5","","","","","Conterra Ultra Broadband","","","","","","","","","","","","","","","","",""
"1225606","1255299","FCC: Antenna Structure Registration (GIS)","9/25/2006","37.9247","-76.8761","","833 High School Circle","Tappahannock","VA","","51","057","6.978101","27.4","","","","","Conterra Ultra Broadband","","","","","","","","","","","","","","","","",""
"1224734","1066017","FCC: Antenna Structure Registration (GIS)","6/24/1999","37.8917","-76.8772","","0.5 MI FROM INT OF RT 360 &amp; 17","TAPPAHANNOCK","VA","","51","057","37.406143","85","","3","","","ESSEX, COUNTY OF","","","","","","","","","","","","","","","","",""
"1224496","1047863","FCC: Antenna Structure Registration (GIS)","5/20/1998","37.9708","-76.932799","","OFF RT 17","CARET","VA","","51","057","37.588954","70.6","","5","","","COX COMMUNICATIONS, INC.","","","","","","","","","","","","","","","","",""
"1223857","1017050","FCC: Antenna Structure Registration (GIS)","5/18/2004","37.8894","-76.878899","","ROUTE 360","TAPPAHANNOCK","VA","","51","057","35.828746","88.3","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1223740","1016480","FCC: Antenna Structure Registration (GIS)","5/10/2012","37.8905","-76.878","","ROUTE 360","TAPPAHANNOCK","VA","","51","057","36.275226","108.5","","5","","","SBC TOWER HOLDINGS LLC","","","","","","","","","","","","","","","","",""
"1225662","1257500","FCC: Antenna Structure Registration (GIS)","3/9/2007","37.9252","-76.8765","","833 High School Circle","Tappahannock","VA","","51","057","7.851548","27.4","","5","","","Conterra Ultra Broadband, LLC","","","","","","","","","","","","","","","","",""
"1225661","1257496","FCC: Antenna Structure Registration (GIS)","3/8/2007","37.9311","-76.8609","","205 Elementary School Road","Tappahannock","VA","","51","057","6.058779","27.4","","","","","Conterra Ultra Broadband","","","","","","","","","","","","","","","","",""
"1225599","1255020","FCC: Antenna Structure Registration (GIS)","3/25/2009","38.1089","-77.1222","","746 Supply Road","Supply","VA","","51","057","42.339389","109.1","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1224118","1020733","FCC: Antenna Structure Registration (GIS)","2/26/2010","38.0682","-77.0188","","RT. 17 NORTH","CHANCE","VA","","51","057","28.121944","85.6","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1226053","1279195","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.8483","-76.81","","NEAR 383 DUNNSVILLE ROAD (029491)","Dunnsville","VA","","51","057","37.187316","60.4","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225076","1224827","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.8385","-76.9255","","Richmond Highway (029489)","Tappahannock","VA","","51","057","42.400024","57.9","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225065","1224596","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.9382","-76.8813","","402 Airport Road (029490)","Tappahannoch","VA","","51","057","6.255734","45.4","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225498","1249843","FCC: Antenna Structure Registration (GIS)","11/28/2006","37.8285","-76.7968","","29809 Tidewater Trail","Center Cross","VA","","51","057","39.683959","91.4","","5","","","Cellco Partnership","","","","","","","","","","","","","","","","",""
"1224994","1220225","FCC: Antenna Structure Registration (GIS)","11/11/2010","37.9748","-76.9655","","RTE 679","Caret","VA","","51","057","45.39151","85.3","","5","","","STC Two LLC","","","","","","","","","","","","","","","","",""
"1225594","1254556","FCC: Antenna Structure Registration (GIS)","10/9/2009","38.0246","-76.9958","","10353 Tidewater Trail","Champlain","VA","","51","057","45.10036","79.8","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1225609","1255491","FCC: Antenna Structure Registration (GIS)","10/4/2006","37.9308","-76.8606","","109 N. Cross St.","Tappahannock","VA","","51","057","5.653514","27.4","","5","","","Conterra Ultra Broadband, LLC","","","","","","","","","","","","","","","","",""
"1225470","1248061","FCC: Antenna Structure Registration (GIS)","10/13/2009","37.7933","-76.7919","","9334 Howerton Road","Center Cross","VA","","51","057","28.215591","78.6","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1224267","1026410","FCC: Antenna Structure Registration (GIS)","1/30/2007","37.8036","-76.9064","","VA ST SECONDARY RT 607","DUNNSVILLE","VA","","51","057","48.309333","123","","5","","","Pinnacle Towers LLC","","","","","","","","","","","","","","","","",""
"1242547","0","FCC: Land Mobile - Private (GIS)","","37.8614","-76.8992","","TAPPAHANNOCK ESSEX COUNTY AIRPORT","TAPPAHANNOCK","VA","","51","057","41.035083","10","BANT","3","","","TAPPAHANNOCK-ESSEX COUNTY AIRPORT","","","","","","","","","","","","","","","","",""
"1242546","0","FCC: Land Mobile - Private (GIS)","","37.8606","-76.9014","","TAPPANHANNOCK ESSEX COUNTY AIRPORT","TAPPAHANNOCK","VA","","51","057","41.153728","3.2","MAST","3","","","TAPPAHANNOCK-ESSEX COUNTY AIRPORT","","","","","","","","","","","","","","","","",""
"1242187","0","FCC: Land Mobile - Private (GIS)","","37.9067","-76.8967","","","TAPPAHANNOCK","VA","","51","057","30.551904","0","","","","","PERDUE FARMS","","","","","","","","","","","","","","","","",""
"1241725","1248061","FCC: Land Mobile - Private (GIS)","","37.7931","-76.7917","","9334 HOWERTONS RD","CENTER CROSS","VA","","51","057","28.231395","91.4","POLE","3","","","ESSEX, COUNTY OF","","","","","","","","","","","","","","","","",""
"1241724","1020733","FCC: Land Mobile - Private (GIS)","","38.0681","-77.0189","","RT. 17 NORTH","CHANCE","VA","","51","057","27.680856","91.1","TOWER","3","","","ESSEX, COUNTY OF","","","","","","","","","","","","","","","","",""
"1241605","1248061","FCC: Land Mobile - Private (GIS)","","37.7931","-76.7917","","9334 HOWERTONS RD","CENTER CROSS","VA","","51","057","28.231395","91.4","POLE","3","","","ESSEX, COUNTY OF","","","","","","","","","","","","","","","","",""
