objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224571","1056422","FCC: Antenna Structure Registration (GIS)","9/15/1998","36.7417","-79.384999","","STATE RT. # 1032","PITTSYLVANIA COUNTY","VA","","51","143","329.919616","91.4","","5","","","PIEDMONT BROADCASTING CORPORATION","","","","","","","","","","","","","","","","",""
"1224751","1201668","FCC: Antenna Structure Registration (GIS)","8/20/1999","36.8133","-79.2956","","on White Oak Mountain","Chatham","VA","","51","143","282.877044","47.2","","5","","","Norfolk Southern Railway Co.","","","","","","","","","","","","","","","","",""
"1225885","1268853","FCC: Antenna Structure Registration (GIS)","6/30/2009","37.0368","-79.5412","","Smith Mountain, 1895 Jasmine Rd., Pittsylvania County","Sandy Level","VA","","51","143","571.26184","45.7","","2","","","Virginia Department of State Police","","","","","","","","","","","","","","","","",""
"1225879","1268841","FCC: Antenna Structure Registration (GIS)","6/30/2009","36.742","-79.3846","","White Oak Mountain Tower Lane, Pittsylvania County","Chatham","VA","","51","143","330.199005","91.4","","2","","","Virginia Department of State Police","","","","","","","","","","","","","","","","",""
"1224076","1018533","FCC: Antenna Structure Registration (GIS)","6/1/2005","36.9256","-79.3303","","TWR 2 - 677 ZION RD","GRETNA","VA","","51","143","232.729095","86.9","","5","","","KSM Holdings, LLC","","","","","","","","","","","","","","","","",""
"1224075","1018532","FCC: Antenna Structure Registration (GIS)","6/1/2005","36.9256","-79.3303","","TWR 1 - 677 ZION RD","GRETNA","VA","","51","143","232.729095","86.9","","5","","","KSM Holdings, LLC","","","","","","","","","","","","","","","","",""
"1224509","1048765","FCC: Antenna Structure Registration (GIS)","5/9/2012","36.6002","-79.428099","","321 SWEETGUM LANE","DANVILLE","VA","","51","143","157.862365","89.3","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1224128","1020973","FCC: Antenna Structure Registration (GIS)","5/9/2012","36.9531","-79.3774","","500' E OF I29 &amp; SR 40","GRETNA","VA","","51","143","281.555969","55.5","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1223914","1017515","FCC: Antenna Structure Registration (GIS)","5/9/2012","36.5824","-79.2622","","RT  726, 500' N OF RT 58","DANVILLE","VA","","51","143","160.912506","53.3","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1226131","1284435","FCC: Antenna Structure Registration (GIS)","5/30/2012","36.7431","-79.3853","","535 Tower Lane","Blairs","VA","","51","143","316.950195","91.4","","3","","","Pittsylvania County Board of Supervisors","","","","","","","","","","","","","","","","",""
