objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224796","1203918","FCC: Antenna Structure Registration (GIS)","9/30/1999","38.4912","-77.5867","",".5 MI W OF VA ROUTE 612 ON ROUTE 6","STAFFORD","VA","","51","179","124.842437","64","","7","","","NORTHERN VIRGINIA ELECTRIC COOPERATIVE","","","","","","","","","","","","","","","","",""
"1224818","1205401","FCC: Antenna Structure Registration (GIS)","9/16/2010","38.345599","-77.5087","","112 POWELL LANE","FREDERICKSBURG","VA","","51","179","74.007904","76.2","","5","","","MANAKIN TOWERS LLC","","","","","","","","","","","","","","","","",""
"1225006","1221617","FCC: Antenna Structure Registration (GIS)","9/14/2011","38.4697","-77.4031","","3001 Jefferson Davis Hwy (VA 8574-A)","Stafford","VA","","51","179","37.305965","75.6","","5","","","SBA Towers Inc.","","","","","","","","","","","","","","","","",""
"1223884","1017263","FCC: Antenna Structure Registration (GIS)","8/8/1997","38.3128","-77.4386","","122 MOUNTAIN AVE","FREDERICKSBURG","VA","","51","179","57.801723","150.9","","","","","FREE LANCE STAR PUBLISHING CO  DBA =  WYSK AM WFLS FM","","","","","","","","","","","","","","","","",""
"1224742","1201008","FCC: Antenna Structure Registration (GIS)","8/5/1999","38.4036","-77.544199","","INT ST RTS 754 &amp; 616 1000 FT","HARTWOOD","VA","","51","179","100.885734","121.9","","3","","","County of Stafford","","","","","","","","","","","","","","","","",""
"1224524","1052437","FCC: Antenna Structure Registration (GIS)","8/18/2008","38.3897","-77.3308","","2 MILES ESE OF BROOKE","BROOKE","VA","","51","179","48.759838","91","","5","","","314 ASSOCIATES","","","","","","","","","","","","","","","","",""
"1223708","1016209","FCC: Antenna Structure Registration (GIS)","7/9/2008","38.3325","-77.3945","","RABBIT RD .5 KM NW OF STONES COR NEAR THE INT OF RTS 605 &amp; 678","STAFFORD COUNTY","VA","","51","179","65.077903","128.3","","5","","","CENTENNIAL BROADCASTING II, LLC","","","","","","","","","","","","","","","","",""
"1223707","1016208","FCC: Antenna Structure Registration (GIS)","7/9/2008","38.2806","-77.4361","","1914 MIMOSA AVE","FREDERICKSBURG","VA","","51","179","11.197182","64","","5","","","CENTENNIAL BROADCASTING II, LLC","","","","","","","","","","","","","","","","",""
"1226059","1279788","FCC: Antenna Structure Registration (GIS)","7/21/2011","38.2818","-77.3727","","494 Hollywood Farm Road","Fredericksburg","VA","","51","179","45.873355","146.3","","5","","","Telemedia Broadcasting, Inc.","","","","","","","","","","","","","","","","",""
"1226060","1279822","FCC: Antenna Structure Registration (GIS)","5/9/2012","38.3129","-77.4388","","122 Mountain Avenue","Fredericksburg","VA","","51","179","57.170944","51.5","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1225037","1222696","FCC: Antenna Structure Registration (GIS)","5/3/2010","38.4146","-77.4189","","21 Venture Drive  (VA 8595-A)","Stafford","VA","","51","179","72.193443","71.9","","5","","","SBA Towers Inc.","","","","","","","","","","","","","","","","",""
"1225140","1229858","FCC: Antenna Structure Registration (GIS)","5/18/2010","38.3794","-77.4186","","422 Eskimo Hill Rd.","Stafford","VA","","51","179","48.752876","64.9","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1225124","1228406","FCC: Antenna Structure Registration (GIS)","5/18/2010","38.4886","-77.3539","","SSR 611'/Widewater Road","Stafford","VA","","51","179","46.690452","71.6","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1223745","1016485","FCC: Antenna Structure Registration (GIS)","5/10/2012","38.4675","-77.4604","","22554 Sheldon Shop Road","STAFFORD","VA","","51","179","97.220924","87.2","","5","","","SBC TOWER HOLDINGS LLC","","","","","","","","","","","","","","","","",""
"1225407","1244388","FCC: Antenna Structure Registration (GIS)","4/7/2011","38.4262","-77.6057","","88 Storck Rd.   (VA14114-A)","Hartwood","VA","","51","179","103.055717","64.6","","5","","","SBA Towers III LLC","","","","","","","","","","","","","","","","",""
"1225248","1236054","FCC: Antenna Structure Registration (GIS)","4/13/2012","38.3987","-77.521999","","30 Shover Lane","Fredericksburg","VA","","51","179","108.726875","44.2","","5","","","Comcast of California/Maryland/Pennsylvania/Virginia/West Virginia, LL","","","","","","","","","","","","","","","","",""
"1225197","1233760","FCC: Antenna Structure Registration (GIS)","3/26/2009","38.4757","-77.5946","","157 Skyline Drive","Fredericksburg","VA","","51","179","110.169013","52.7","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1224727","1065919","FCC: Antenna Structure Registration (GIS)","3/14/2006","38.4041","-77.537699","","399 POPLAR ROAD","Fredericksburg","VA","","51","179","108.503105","91.4","","5","","","CROWN ATLANTIC COMPANY, LLC","","","","","","","","","","","","","","","","",""
"1224224","1024389","FCC: Antenna Structure Registration (GIS)","3/14/2006","38.3618","-77.472899","","73 Wyatt Lane","STAFFORD","VA","","51","179","74.2779","54.9","","5","","","CROWN ATLANTIC COMPANY, LLC","","","","","","","","","","","","","","","","",""
"1223844","1016982","FCC: Antenna Structure Registration (GIS)","2/2/2012","38.3611","-77.5178","","INT RT 17 &amp; SR 654 AT BEREA","FREDERICKSBURG","VA","","51","179","108.060195","61","","5","","","Virginia Electric and Power Company","","","","","","","","","","","","","","","","",""
"1225174","1232370","FCC: Antenna Structure Registration (GIS)","2/12/2002","38.394","-77.4522","","Stafford Regional Airport","Stafford","VA","","51","179","52.755481","12.2","","2","","","Commonwealth of Virginia, Dept. of Aviation","","","","","","","","","","","","","","","","",""
"1224309","1030038","FCC: Antenna Structure Registration (GIS)","12/4/2007","38.4128","-77.421","","167 WYCHE ROAD","STAFFORD","VA","","51","179","63.283817","85.3","","5","","","CROWN ATLANTIC COMPANY, LLC","","","","","","","","","","","","","","","","",""
"1225297","1238975","FCC: Antenna Structure Registration (GIS)","12/19/2007","38.5007","-77.5084","","1877 Garrisonville Road","Stafford","VA","","51","179","88.123031","76.2","","5","","","SBA Towers Inc.","","","","","","","","","","","","","","","","",""
"1225010","1221633","FCC: Antenna Structure Registration (GIS)","12/19/2007","38.3078","-77.4429","","65 Cool Springs Road","Stafford","VA","","51","179","21.052062","77.4","","5","","","SBA Towers Inc.","","","","","","","","","","","","","","","","",""
"1225009","1221632","FCC: Antenna Structure Registration (GIS)","12/19/2007","38.2816","-77.3715","","494 Hollywood Farm Road","Stafford","VA","","51","179","45.212821","77.7","","5","","","SBA Towers Inc.","","","","","","","","","","","","","","","","",""
"1225007","1221619","FCC: Antenna Structure Registration (GIS)","12/19/2007","38.3326","-77.481","","487 Lendall Lane","Fredericksburg","VA","","51","179","65.253967","76.2","","5","","","SBA Towers Inc.","","","","","","","","","","","","","","","","",""
"1225196","1233736","FCC: Antenna Structure Registration (GIS)","12/15/2011","38.4221","-77.483099","","Route 651 (088331)","Stafford","VA","","51","179","96.104278","45.7","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224849","1207112","FCC: Antenna Structure Registration (GIS)","12/15/2011","38.5116","-77.374399","","3931 Jefferson Davis Highway (310329)","Stafford","VA","","51","179","49.210922","67.4","","5","","","SpectraSite Communications, LLC. through American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1223632","1013563","FCC: Antenna Structure Registration (GIS)","12/15/2011","38.4459","-77.529999","","15 Chriswood Ln. ( 091410 )","Stafford","VA","","51","179","76.325172","152.7","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225350","1241649","FCC: Antenna Structure Registration (GIS)","11/7/2011","38.3936","-77.4369","","1489 Jefferson Davis Hwy, Falmouth, VA 22405","Falmouth","VA","","51","179","45.053485","58.8","","5","","","SBA Towers III LLC","","","","","","","","","","","","","","","","",""
"1225930","1271161","FCC: Antenna Structure Registration (GIS)","10/9/2009","38.345599","-77.438699","","275 Leeland Road","Falmouth","VA","","51","179","60.658401","48.7","","5","","","Global Tower, LLC","","","","","","","","","","","","","","","","",""
"1224560","1055490","FCC: Antenna Structure Registration (GIS)","1/30/2007","38.3546","-77.512799","","56 MCWHIRT LOOP","FALMOUTH","VA","","51","179","95.425811","59.4","","5","","","Pinnacle Towers LLC","","","","","","","","","","","","","","","","",""
"1226093","1282434","FCC: Antenna Structure Registration (GIS)","1/26/2012","38.3228","-77.4491","","39 Synan RD (7FBU098A)","Falmouth","VA","","51","179","30.068738","47.2","","5","","","T-Mobile Northeast LLC","","","","","","","","","","","","","","","","",""
"1225011","1221636","FCC: Antenna Structure Registration (GIS)","1/17/2001","38.3622","-77.473099","","Adjacent to Southbound I-95 &amp; Crains Corner","Stafford","VA","","51","179","72.612457","76.2","","5","","","Telecom Consulting Group, Inc.","","","","","","","","","","","","","","","","",""
"1225392","1244030","FCC: Antenna Structure Registration (GIS)","1/13/2011","38.4072","-77.5742","","129 HARTWOOD ROAD","HARTWOOD","VA","","51","179","106.70494","59.4","","5","","","SBA Towers III LLC","","","","","","","","","","","","","","","","",""
