objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1223542","1002320","FCC: Antenna Structure Registration (GIS)","8/27/2008","38.6381","-78.4014","","PINEY HILL 6.4 KM SE","LURAY","VA","","51","139","487.369537","71.5","","","","","BIBLE BROADCASTING NETWORK","","","","","","","","","","","","","","","","",""
"1224250","1025562","FCC: Antenna Structure Registration (GIS)","5/2/2012","38.6647","-78.461099","","18 VOGT PL","LURAY","VA","","51","139","246.164321","76.3","","5","","","Shenandoah Mobile, LLC","","","","","","","","","","","","","","","","",""
"1224012","1017951","FCC: Antenna Structure Registration (GIS)","5/14/2012","38.6014","-78.6322","","BIG MOUNTAIN ELECTRONIC SITE LEE RANGER DIST","STANLEY","VA","","51","139","898.383361","91.4","","5","","","Gray Television Group, Inc.","","","","","","","","","","","","","","","","",""
"1223725","1016465","FCC: Antenna Structure Registration (GIS)","5/10/2012","38.6861","-78.4678","","RT 1105 &amp; RT 652","LURAY","VA","","51","139","270.404846","100.9","","5","","","SBC TOWER HOLDINGS LLC","","","","","","","","","","","","","","","","",""
"1225510","1250637","FCC: Antenna Structure Registration (GIS)","4/3/2012","38.6596","-78.490799","","1057 US Hwy. 211 West","Luray","VA","","51","139","279.009185","91.4","","5","","","SBA Towers III LLC","","","","","","","","","","","","","","","","",""
"1224045","1018206","FCC: Antenna Structure Registration (GIS)","4/15/1997","38.6014","-78.6325","","MASSANUTTEN MOUNTAIN 6.2 KM SW","LURAY","VA","","51","139","901.317138","71","","5","","","SHENANDOAH VALLEY EDUCATIONAL TELEVISION CORPORATION  DBA =  WVPT TELEVISION","","","","","","","","","","","","","","","","",""
"1223967","1017678","FCC: Antenna Structure Registration (GIS)","3/14/2008","38.601","-78.4831","","761 Middleburg Road","Stanley","VA","","51","139","293.892608","64","","5","","","Comcast of California/Maryland/Pennsylvania/West Virginia, LLC","","","","","","","","","","","","","","","","",""
"1224005","1017895","FCC: Antenna Structure Registration (GIS)","3/1/2011","38.7917","-78.3536","",".4 MI E OF US 340","BENTONVILLE","VA","","51","139","287.195434","86.9","","","","","Potomac Edison","","","","","","","","","","","","","","","","",""
"1246732","","Virginia Municipal League","2/28/2014","38.48848234","-78.6123786","","10th Street","Shenandoah","VA","22849","51","139","1100.565027","","Water Tank","","","","Shenandoah, Town of","","","","","","","","","","","","","","","","",""
"1246735","","Virginia Municipal League","2/28/2014","38.488559","-78.603461","","12th St.","Shenandoah","VA","22849","51","139","1169.146778","","Water Tank","","","","Shenandoah, Town of","","","","","","","","","","","","","","","","",""
