objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224674","1062630","FCC: Antenna Structure Registration (GIS)","7/19/2001","36.8181","-81.6433","","219 SEVEN MILE FORD ROAD","MARION","VA","","51","173","640.00476","67.1","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1224702","1063580","FCC: Antenna Structure Registration (GIS)","6/16/2003","36.8127","-81.5555","","Laurel Springs Road","Marion","VA","","51","173","727.043762","88.4","","5","","","SBA TOWERS, INC.","","","","","","","","","","","","","","","","",""
"1224671","1062433","FCC: Antenna Structure Registration (GIS)","6/16/2003","36.8738","-81.4246","","5981 Ole Hickory Lane","Marion","VA","","51","173","810.603698","85.3","","5","","","SBA TOWERS, INC.","","","","","","","","","","","","","","","","",""
"1225092","1226079","FCC: Antenna Structure Registration (GIS)","5/30/2001","36.9029","-81.382099","","On Little Brushy Mountain approximately 13 km northeast of Marion, VA","Marion","VA","","51","173","916.349853","40.5","","5","","","T.E.C.O. Broadcasting, Inc.","","","","","","","","","","","","","","","","",""
"1224449","1043028","FCC: Antenna Structure Registration (GIS)","4/4/2005","36.901299","-81.5429","","HWY 16 N WALKER MOUNTAIN","MARION","VA","","51","173","1111.957397","42.7","","5","","","HOLSTON VALLEY BROADCASTING CORPORATION","","","","","","","","","","","","","","","","",""
"1224219","1024380","FCC: Antenna Structure Registration (GIS)","3/24/2006","36.9019","-81.541999","","ATOP WALKER MOUNTAIN","MARION","VA","","51","173","1119.647949","61.7","","5","","","Blue Ridge Public Television, Inc.","","","","","","","","","","","","","","","","",""
"1246897","","Virginia Municipal League","2/28/2014","36.82556115","-81.51221946","","Euclid Avenue","Marion","VA","24354","51","173","2369.185596","","McIntyre Tank","","","","Marion, Town of","","","","","","","","","","","","","","","","",""
"1246923","","Virginia Municipal League","2/28/2014","36.872218","-81.750524","","Highway 107","Saltville","VA","24370","51","173","1987.421495","","Water Tank","","","","Saltville, Town of","","","","","","","","","","","","","","","","",""
"1246953","","Virginia Municipal League","2/28/2014","36.90152078","-81.78996357","","Lickskillet","Saltville","VA","24370","51","173","2347.126232","","Water Tank","","","","Saltville, Town of","","","","","","","","","","","","","","","","",""
"1246966","","Virginia Municipal League","2/28/2014","36.71306281","-81.6358632","","Mill Creek Road","Chilhowie","VA","24319","51","173","2509.968956","","Steel Water Tank","","","","Chilhowie, Town of","","","","","","","","","","","","","","","","",""
"1246973","","Virginia Municipal League","2/28/2014","36.77122714","-81.67279233","","Needmore Rd","Chilhowie","VA","24319","51","173","2256.973819","","Water Tank","","","","Chilhowie, Town of","","","","","","","","","","","","","","","","",""
"1246977","","Virginia Municipal League","2/28/2014","36.85631","-81.485218","","North of Plant","Marion","VA","24354","51","173","2381.538007","","Cold Water Tank","","","","Marion, Town of","","","","","","","","","","","","","","","","",""
"1246978","","Virginia Municipal League","2/28/2014","36.85631","-81.485218","","North of Plant","Marion","VA","24354","51","173","2381.538007","","Hot Water Tank","","","","Marion, Town of","","","","","","","","","","","","","","","","",""
"1246980","","Virginia Municipal League","2/28/2014","36.88664915","-81.75075308","","Old Tram Road","Saltville","VA","24370","51","173","1935.456305","","Old Tram Water Tank","","","","Saltville, Town of","","","","","","","","","","","","","","","","",""
"1246999","","Virginia Municipal League","2/28/2014","36.87759215","-81.7442643","","Ridgeview Road","Saltville","VA","24370","51","173","2116.40953","","Water Tank NO. 1","","","","Saltville, Town of","","","","","","","","","","","","","","","","",""
"1247000","","Virginia Municipal League","2/28/2014","36.87759215","-81.74419768","","Ridgeview Road","Saltville","VA","24370","51","173","2124.865542","","Water Tank No. 2","","","","Saltville, Town of","","","","","","","","","","","","","","","","",""
"1247037","","Virginia Municipal League","2/28/2014","36.886686","-81.750796","","Tram Road","Saltville","VA","24370","51","173","1928.104252","","Tram Road Water Tank","","","","Saltville, Town of","","","","","","","","","","","","","","","","",""
"1247064","","Virginia Municipal League","2/28/2014","36.856","-81.485","","WTP","Marion","VA","24354","51","173","2378.907568","","High Level Tank","","","","Marion, Town of","","","","","","","","","","","","","","","","",""
"1225383","1243622","FCC: Antenna Structure Registration (GIS)","2/19/2007","36.8679","-81.7449","","400' East of 535 Campbell Drive","Saltville","VA","","51","173","751.301879","79.3","","5","","","SBA Towers II LLC","","","","","","","","","","","","","","","","",""
"1224478","1045202","FCC: Antenna Structure Registration (GIS)","2/18/2009","36.9014","-81.5426","","ON  WALKER  MOUNTAIN  OFF HWY. 16","MARION","VA","","51","173","1110.773071","54.9","","5","","","Virginia RSA 2 Limited Partnership","","","","","","","","","","","","","","","","",""
"1225446","1247165","FCC: Antenna Structure Registration (GIS)","2/11/2005","36.75","-81.3289","","Off Lost Lake Rd, 4.84 mi SE of","Sugar Grove","VA","","51","173","1321.860351","100.6","","","","","Appalachian Power Company DBA American Electric Power","","","","","","","","","","","","","","","","",""
"1224991","1220050","FCC: Antenna Structure Registration (GIS)","2/1/2011","36.8893","-81.3825","","211 Davis Valley Road","Atkins","VA","","51","173","773.619567","42.7","","5","","","CROWN COMMUNICATION LLC","","","","","","","","","","","","","","","","",""
"1224961","1216854","FCC: Antenna Structure Registration (GIS)","2/1/2011","36.8616","-81.4745","","147 Snyder Branch Rd.","Marion","VA","","51","173","775.293395","91.4","","5","","","CROWN COMMUNICATION LLC","","","","","","","","","","","","","","","","",""
"1225029","1222002","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.8395","-81.4898","","203 Barrister Ln (015404)","Marion","VA","","51","173","726.186645","59.7","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224862","1207531","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.8584","-81.4222","","276 Mountain Empire Rd.     ( 010161 )","Atkins","VA","","51","173","744.830139","76.5","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224819","1205404","FCC: Antenna Structure Registration (GIS)","10/29/1999","36.854","-81.3856","","2.25 mi ene fm int of VA622 &amp; VA686 near","ATKINS","VA","","51","173","946.291503","45.7","","5","","","NORFOLK SOUTHERN RAILWAY COMPANY","","","","","","","","","","","","","","","","",""
