objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1226070","1280492","FCC: Antenna Structure Registration (GIS)","9/15/2011","38.065","-78.8039","","763 Calf Mountain Road","Waynesboro","VA","","51","015","867.796081","24.3","","5","","","CTI Towers, Inc.","","","","","","","","","","","","","","","","",""
"1224549","1055054","FCC: Antenna Structure Registration (GIS)","8/7/1998","38.1931","-79.0139","","4801 LEE HWY","VERONA","VA","","51","015","397.861816","59.4","","5","","","CFW WIRELESS, INC.  DBA =  VIRGINIA RSA 6 CELLULAR LIMITED PARTNERS","","","","","","","","","","","","","","","","",""
"1224079","1018648","FCC: Antenna Structure Registration (GIS)","6/23/1997","38.2108","-79.1311","","RT 250 2 MI SE","CHURCHVILLE","VA","","51","015","423.953277","86","","5","","","NEW LIFE MINISTRIES INC  DBA =  WNLR","","","","","","","","","","","","","","","","",""
"1226055","1279360","FCC: Antenna Structure Registration (GIS)","6/16/2011","38.0273","-78.956","","2894 Lyndhurst Road","Lyndhurst","VA","","51","015","423.740997","59.4","","5","","","Global Tower, LLC","","","","","","","","","","","","","","","","",""
"1225824","1266089","FCC: Antenna Structure Registration (GIS)","5/5/2009","38.1211","-79.2851","","2114 Little Calf Pasture Hwy","Craigsville","VA","","51","015","576.080505","59.4","","","","","TowerCo II","","","","","","","","","","","","","","","","",""
"1225859","1268311","FCC: Antenna Structure Registration (GIS)","5/15/2009","38.1653","-79.3138","","2.4 mi W of Chapin near junc. of North Mtn trail &amp; Elliott Knob","Staunton","VA","","51","015","1322.490234","45.7","","2","","","Virginia Department of State Police","","","","","","","","","","","","","","","","",""
"1225835","1266740","FCC: Antenna Structure Registration (GIS)","4/14/2011","38.3307","-79.0599","","3962 Scenic Road","Mount Solon","VA","","51","015","458.132019","91.1","","5","","","Verizon Wireless (VAW) LLC","","","","","","","","","","","","","","","","",""
"1225804","1265447","FCC: Antenna Structure Registration (GIS)","4/14/2011","38.2951","-78.929","","1.4 KM WEST NORTHWEST (Weyers Cave 140003231)","Weyers Cave","VA","","51","015","420.894958","57.9","","5","","","Alltel Communications of Petersburg, Inc.","","","","","","","","","","","","","","","","",""
"1225715","1260860","FCC: Antenna Structure Registration (GIS)","4/14/2011","38.149","-78.8495","","166 Crimora Station lane  (Crimora Station 196496437)","Crimora","VA","","51","015","385.705474","59.4","","5","","","Alltel Communications of Petersburg, Inc.","","","","","","","","","","","","","","","","",""
"1224006","1017916","FCC: Antenna Structure Registration (GIS)","4/12/2012","38.182","-79.2258","","ON ST RT 703 .65 KM SE INT RT 42","BUFFALO GAP","VA","","51","015","538.513916","148","","5","","","Global Tower, LLC","","","","","","","","","","","","","","","","",""
