objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1226066","1280170","FCC: Antenna Structure Registration (GIS)","8/23/2011","36.6066","-80.075699","","Stella Loop Road","Stuart","VA","","51","141","322.228576","57.6","","","","","Beacon Towers","","","","","","","","","","","","","","","","",""
"1226063","1280065","FCC: Antenna Structure Registration (GIS)","8/12/2011","36.6285","-80.1978","","255 Vernon Drive","Patrick Springs","VA","","51","141","384.88565","76.2","","","","","Beacon Towers","","","","","","","","","","","","","","","","",""
"1226062","1280064","FCC: Antenna Structure Registration (GIS)","8/12/2011","36.602","-80.1731","","South Fork Loop","Patrick Springs","VA","","51","141","340.889739","76.2","","","","","Beacon Towers","","","","","","","","","","","","","","","","",""
"1225884","1268852","FCC: Antenna Structure Registration (GIS)","6/30/2009","36.693","-80.2247","","Bull Mountain, Fire Trail Ln. 3.3 miles N of Tudor Orchard Ln., Patrick County","Martinsville","VA","","51","141","978.803283","54.8","","2","","","Virginia Department of State Police","","","","","","","","","","","","","","","","",""
"1223952","1017599","FCC: Antenna Structure Registration (GIS)","5/9/1997","36.6236","-80.2633","","VA HWY 631, 0.1 MI NW OF JCT W/ VA HWY 682","STUART","VA","","51","141","438.491882","61.6","","5","","","MOUNTAIN VIEW COMMUNICATIONS INC","","","","","","","","","","","","","","","","",""
"1226051","1279135","FCC: Antenna Structure Registration (GIS)","5/27/2011","36.5949","-80.0545","","State Route 629","Spencer","VA","","51","141","298.806762","50.2","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1225667","1257913","FCC: Antenna Structure Registration (GIS)","4/10/2007","36.6137","-80.4331","","Adjacent to 576 Ike Slate Lane","Claudeville","VA","","51","141","494.664031","85.3","","","","","Appalachian Power Company dba American Electric Power","","","","","","","","","","","","","","","","",""
"1225839","1267184","FCC: Antenna Structure Registration (GIS)","2/10/2009","36.7284","-80.452299","","1532 Widow Drive","Meadows of Dan","VA","","51","141","963.501098","82.3","","5","","","Cellco Partnership","","","","","","","","","","","","","","","","",""
"1225944","1272786","FCC: Antenna Structure Registration (GIS)","1/26/2010","36.586099","-80.1353","","0.07 mi South of US Hwy 58","Stuart","VA","","51","141","335.636322","83.8","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1243256","0","FCC: Land Mobile - Private (GIS)","","36.7367","-80.4006","","MEADOWS OF DAN SCHOOL","MEADOWS OF DAN","VA","","51","141","902.667419","51","TOWER","3","","","PATRICK, COUNTY OF","","","","","","","","","","","","","","","","",""
"1243065","0","FCC: Land Mobile - Private (GIS)","","36.6217","-80.5003","","Ravens Rock Church  1.7 mi  NNE","Ararat","VA","","51","141","457.184875","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243064","0","FCC: Land Mobile - Private (GIS)","","36.6422","-80.6019","","Willow Hill Church  5.9 mi  WNW","Ararat","VA","","51","141","488.643249","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243063","0","FCC: Land Mobile - Private (GIS)","","36.6183","-80.5472","","Doe Run Church  2.4 mi  NW","Ararat","VA","","51","141","460.793762","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243062","0","FCC: Land Mobile - Private (GIS)","","36.566399","-80.5844","","Samuels Grove Chuch  4.7 mi WSW","Ararat","VA","","51","141","397.005432","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243061","0","FCC: Land Mobile - Private (GIS)","","36.5833","-80.3442","","Dry Pond  5.8 mi  SW","Sturat","VA","","51","141","404.727142","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243049","0","FCC: Land Mobile - Private (GIS)","","36.6314","-80.1467","","Critz  6.9 mi  E","Sturat","VA","","51","141","348.217102","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243047","0","FCC: Land Mobile - Private (GIS)","","36.7111","-80.309399","","Trot Valley  4.2 mi  NW","Stuart","VA","","51","141","817.318481","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243046","0","FCC: Land Mobile - Private (GIS)","","36.6997","-80.2886","","Central Academy  4.0 mi  NNW","Sturat","VA","","51","141","487.967529","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243045","0","FCC: Land Mobile - Private (GIS)","","36.7136","-80.3339","","Circle M  6.1 mi  NW","Sturat","VA","","51","141","920.04663","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1243044","0","FCC: Land Mobile - Private (GIS)","","36.6939","-80.3503","","Busted Rock #2  5.7 mi  NW","Stuart","VA","","51","141","838.776672","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1242995","0","FCC: Land Mobile - Private (GIS)","","36.6717","-80.3794","","Busted Rock #1  6.5 mi  WNW","Stuart","VA","","51","141","825.347351","5.2","PIPE","2","","","Virginia Department of Emergency Management","","","","","","","","","","","","","","","","",""
"1242593","1257913","FCC: Land Mobile - Private (GIS)","","36.6136","-80.433","","adjacent to 576 Ike Slate Lane 1.8mi North of","Claudeville","VA","","51","141","494.762786","91.4","TOWER","5","","","American Electric Power Service Corporation","","","","","","","","","","","","","","","","",""
"1242408","0","FCC: Land Mobile - Private (GIS)","","36.6664","-80.384999","","PRIMLAND END OF BUSTED ROCK RD OFF RTE 58","STUART","VA","","51","141","873.896789","54.9","TOWER","3","","","PATRICK, COUNTY OF","","","","","","","","","","","","","","","","",""
"1242383","0","FCC: Land Mobile - Private (GIS)","","36.6408","-80.2681","","RT 58 BEHIND COUNTY COURT HOUSE","STUART","VA","","51","141","397.69403","6","BANT","3","","","PATRICK COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
"1242382","0","FCC: Land Mobile - Private (GIS)","","36.7892","-80.274999","","RT 1 S WOOLWINE ELEMENTARY","WOOLWINE","VA","","51","141","445.121459","6","BANT","3","","","PATRICK COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
"1242381","0","FCC: Land Mobile - Private (GIS)","","36.6347","-80.3236","","SR 8 S PATRICK CO HIGH SCHOOL","STUART","VA","","51","141","521.130432","6","BANT","3","","","PATRICK COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
"1242380","0","FCC: Land Mobile - Private (GIS)","","36.5742","-80.3833","","US RT 58 W MEADOWS OF DAN ELEM","MEADOWS OF DAN","VA","","51","141","380.361846","6","BANT","3","","","PATRICK COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
"1242379","0","FCC: Land Mobile - Private (GIS)","","36.5986","-80.5078","","SR 733 BLUE RIDGE ELEMENTARY SCHOOL","ARARAT","VA","","51","141","439.770751","6","BANT","3","","","PATRICK COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
"1242378","0","FCC: Land Mobile - Private (GIS)","","36.6928","-80.2247","","BULL MTN 5 KM N","STUART","VA","","51","141","977.075378","40","TOWER","3","","","PATRICK COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
"1242287","0","FCC: Land Mobile - Private (GIS)","","36.7231","-80.358299","","346 STATE SHED ROAD","MEADOWS OF DAN","VA","","51","141","903.82611","14.3","TOWER","6","","","GOAD, GARRETT G","","","","","","","","","","","","","","","","",""
"1241483","0","FCC: Land Mobile - Private (GIS)","","36.6931","-80.2247","","RICHWOOD KNOB FIRE TWR, 3 MILES N OF","PATRICK SPRINGS","VA","","51","141","978.682373","50","TOWER","5","","","American Electric Power Service Corporation","","","","","","","","","","","","","","","","",""
"1241116","0","FCC: Land Mobile - Private (GIS)","","36.8025","-80.358299","","GRASSY KNOLL","WILLIS","VA","","51","141","917.910278","18","TOWER","3","","","FLOYD, COUNTY OF","","","","","","","","","","","","","","","","",""
"1240655","0","FCC: Land Mobile - Private (GIS)","","36.735","-80.4108","","","Meadows of Dan","VA","","51","141","901.01007","0","","","","","Primland","","","","","","","","","","","","","","","","",""
"1239938","0","FCC: Land Mobile - Private (GIS)","","36.6353","-80.2828","","RAW WATER INTAKE PS, RTU 1 STATE ROUTHE 631","STUART","VA","","51","141","377.720092","6","POLE","","","","TOWN OF STUART","","","","","","","","","","","","","","","","",""
"1239937","0","FCC: Land Mobile - Private (GIS)","","36.627","-80.2892","","WPT MASTER &amp; PLANT CONTROL PANEL 1.45 KM WEST OF ROUTE 8","STUART","VA","","51","141","444.264526","6","B","","","","TOWN OF STUART","","","","","","","","","","","","","","","","",""
"1239835","0","FCC: Land Mobile - Private (GIS)","","36.6928","-80.2247","","","STUART","VA","","51","141","977.075378","0","","2","","","Virginia Department of Forestry","","","","","","","","","","","","","","","","",""
"1239224","0","FCC: Land Mobile - Private (GIS)","","36.7178","-80.3581","","","Vesta","VA","","51","141","872.813049","0","","6","","","Campbell, Wilma P","","","","","","","","","","","","","","","","",""
"1239223","0","FCC: Land Mobile - Private (GIS)","","36.7178","-80.3581","","7958 Jeb Stuart","Vesta","VA","","51","141","872.813049","17","TOWER","6","","","Campbell, Wilma P","","","","","","","","","","","","","","","","",""
"1239222","0","FCC: Land Mobile - Private (GIS)","","36.7178","-80.3581","","7958 JEB Stuart Hwy","Vesta","VA","","51","141","872.813049","17","TOWER","6","","","Campbell, Wilma P","","","","","","","","","","","","","","","","",""
"1238773","0","FCC: Land Mobile - Private (GIS)","","36.6931","-80.2247","","RICHWOOD KNOB FIRE TWR 3 MI N","PATRICK SPRINGS","VA","","51","141","978.682373","50","TOWER","5","","","AMERICAN ELECTRIC POWER SERVICE CORPORATION","","","","","","","","","","","","","","","","",""
"1238220","0","FCC: Land Mobile - Private (GIS)","","36.7336","-80.450299","","225 JEB STUART HWY","MEADOWS OF DAN","VA","","51","141","896.244262","5","B","5","","","ROTO DIE COMPANY INC","","","","","","","","","","","","","","","","",""
"1237454","0","FCC: Land Mobile - Private (GIS)","","36.6244","-80.2003","","RT 58 E APPROX 2 MI E","PATRICK SPRINGS","VA","","51","141","364.574768","0","","5","","","J C JOYCE TRUCKING &amp; PAVING CO INC","","","","","","","","","","","","","","","","",""
"1237437","0","FCC: Land Mobile - Private (GIS)","","36.7136","-80.3356","","SR 610 7 MI S US 58","MEADOWS OF DAN","VA","","51","141","921.390197","0","","5","","","DAVENPORT ENERGY INC","","","","","","","","","","","","","","","","",""
"1236448","0","FCC: Land Mobile - Private (GIS)","","36.6853","-80.4411","","1048 LOWER DAM LN","MEADOWS OF DAN","VA","","51","141","841.024658","23","TOWER","3","","","DANVILLE, CITY OF","","","","","","","","","","","","","","","","",""
"1236316","0","FCC: Land Mobile - Private (GIS)","","36.6628","-80.3989","","RT 1 BOX 100","MEADOWS OF DAN","VA","","51","141","860.066833","0","","5","","","PRIMLAND, LTD","","","","","","","","","","","","","","","","",""
"1236315","0","FCC: Land Mobile - Private (GIS)","","36.6661","-80.3847","","EXT OF CR 610 3 MI SW","MEADOWS OF DAN","VA","","51","141","872.006164","0","","5","","","PRIMLAND, LTD","","","","","","","","","","","","","","","","",""
"1236067","0","FCC: Land Mobile - Private (GIS)","","36.7336","-80.450299","","","","VA","","51","141","896.244262","0","","5","","","ROTO DIE CO INC","","","","","","","","","","","","","","","","",""
"1235782","0","FCC: Land Mobile - Private (GIS)","","36.7133","-80.3342","","HWY 58 2 MI E","VESTA","VA","","51","141","919.178039","30","","5","","","STEP INC","","","","","","","","","","","","","","","","",""
"1235658","0","FCC: Land Mobile - Private (GIS)","","36.6661","-80.3847","","EXT OF SR 610 3 MI SW","MEADOWS OF DAN","VA","","51","141","872.006164","37","TOWER","5","","","PRIMLAND LTD","","","","","","","","","","","","","","","","",""
"1235574","0","FCC: Land Mobile - Private (GIS)","","36.7256","-80.433","","ST RT 600 .6 MI S OF US RT 58","MEADOWS OF DAN","VA","","51","141","894.478393","0","","6","","","HARRELL, DAVID L","","","","","","","","","","","","","","","","",""
"1235470","0","FCC: Land Mobile - Private (GIS)","","36.6439","-80.277499","","RT 8 &amp; 58 W","STUART","VA","","51","141","412.728302","0","","5","","","STANLEY CHEVROLET INC","","","","","","","","","","","","","","","","",""
"1235339","0","FCC: Land Mobile - Private (GIS)","","36.7133","-80.3342","","HWY 58 2 MI E","VESTA","VA","","51","141","919.178039","0","","6","","","Henderson Jr, Henry B","","","","","","","","","","","","","","","","",""
"1235103","0","FCC: Land Mobile - Private (GIS)","","36.6928","-80.2247","","BULL MTN 4.8 KM N","STUART","VA","","51","141","977.075378","23","TOWER","2","","","VIRGINIA DEPARTMENT OF STATE POLICE","","","","","","","","","","","","","","","","",""
"1234470","0","FCC: Land Mobile - Private (GIS)","","36.6122","-80.1864","","US 58 .2 KM E OF SR 625","STUART","VA","","51","141","372.023284","12","UPOLE","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1234466","0","FCC: Land Mobile - Private (GIS)","","36.7211","-80.3589","","SR 636 .5 KM N OF US 58","VESTA","VA","","51","141","893.326416","20","UPOLE","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1234464","0","FCC: Land Mobile - Private (GIS)","","36.5983","-80.3092","","SR 664 &amp; 225 W OF SR 103","STUART","VA","","51","141","419.896545","15","UPOLE","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1234434","0","FCC: Land Mobile - Private (GIS)","","36.6419","-80.2697","","COUNTY COURTHOUSE","STUART","VA","","51","141","420.6893","23","B","3","","","PATRICK, COUNTY OF","","","","","","","","","","","","","","","","",""
"1234433","0","FCC: Land Mobile - Private (GIS)","","36.6928","-80.2247","","BULL MOUNTAIN 5KM N","STUART","VA","","51","141","977.075378","25","TOWER","3","","","PATRICK, COUNTY OF","","","","","","","","","","","","","","","","",""
"1234284","0","FCC: Land Mobile - Private (GIS)","","36.7247","-80.2322","","SR 57 .2 KM E OF SR 8 14 KM N OF ST","CRUZES STORE","VA","","51","141","460.863586","15","UPOLE","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1234151","0","FCC: Land Mobile - Private (GIS)","","36.6928","-80.2247","","BULL MOUNTAIN","STUART","VA","","51","141","977.075378","23","TOWER","6","","","Virginia, Commonwealth of       Department of State Police","","","","","","","","","","","","","","","","",""
