OBJECTID,DISTRICT,WEB_ADDRESS,NAME
980,13,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=427,RICHARD M. BLACK
981,29,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=409,CHARLES J. COLGAN
982,30,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=428,ADAM P. EBBIN
983,31,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=429,BARBARA A. FAVOLA
984,32,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=413,JANET D. HOWELL
985,33,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=435,JENNIFER T. WEXTON
986,34,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=404,J. CHAPMAN PETERSEN
987,35,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=420,RICHARD L. SASLAW
988,36,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=418,LINDA TODDY T. PULLER
989,37,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=406,DAVID W. MARSDEN
990,39,http://apps.lis.virginia.gov/sfb1/Senate/senatorwebprofile.aspx?id=405,GEORGE L. BARKER
