X,Y,OBJECTID,GPIN,NAME,ADDRESS,WEB_LINK,SP_Y,SP_X,LATI,LONG_,SUB_CATEGORY,CATEGORY
-76.109577683335431,36.765987761607555,1,14842794330000,New Castle Elementary School,4136 DAM NECK RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3447222.89596121,12183056.3000288,36.76598776,-76.10957768,Hurricane Shelter Class 2,SHELTERS
-76.006964844212632,36.78749186327579,2,24152589670000,Corporate Landing Elementary School,1590 Corporate Landing Pkwy,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3455826.83708663,12212897.3758452,36.78749186,-76.00696484,Hurricane Shelter Class 2,SHELTERS
-76.100100518173392,36.798262637298684,3,14855839590000,Rosemont Elementary School,1257 ROSEMONT RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3459040.31589588,12185532.8118081,36.79826264,-76.10010052,Hurricane Shelter Class 2,SHELTERS
-76.111557922361214,36.804678207201412,5,14862146150000,Green Run High School,1700 DAHLIA DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3461290.30877121,12182120.0660089,36.80467821,-76.11155792,Hurricane Shelter Class 1,SHELTERS
-76.145982638758085,36.785918185413394,6,14752411120000,Salem Middle School,2380 LYNNHAVEN PKWY,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3454209.0634193,12172214.8213837,36.78591819,-76.14598264,Hurricane Shelter Class 1,SHELTERS
-76.201209337660401,36.81383486629629,8,14565458890000,Woodstock Elementary School,6016 Providence Rd,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3463971.57210946,12155799.2193725,36.81383487,-76.20120934,Hurricane Shelter Class 2,SHELTERS
-75.992385119777751,36.808704917397584,9,24166368740000,Birdneck Elementary School,957 S BIRDNECK RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3463660.52975255,12216960.3057115,36.80870492,-75.99238512,Hurricane Shelter Class 1,SHELTERS
-76.105945022988948,36.776927578000794,10,14854231010000,Landstown Elementary School,2212 RECREATION DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3451231.59791754,12184019.0576177,36.77692758,-76.10594502,Hurricane Shelter Class 2,SHELTERS
-76.100927563817862,36.780197053938608,11,14855225160000,Landstown High School,2001 CONCERT DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3452458.88220838,12185457.8641233,36.78019706,-76.10092756,Hurricane Shelter Class 1,SHELTERS
-76.143524205845338,36.782794980341414,12,14752363780000,Salem High School,1993 SUNDEVIL DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3453090.2664443,12172962.9261867,36.78279498,-76.14352421,Hurricane Shelter Class 1,SHELTERS
