objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1223762","1016606","FCC: Antenna Structure Registration (GIS)","9/11/2008","37.4391","-75.8803","","8491 BIRDSNEST DR","BIRDSNEST","VA","","51","131","10.418022","56.3","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1224236","1025027","FCC: Antenna Structure Registration (GIS)","8/27/1997","37.1708","-75.9717","","APPROXIMATELY 2KM SSW OF TOWNSEND IN SOUTHAMPTON COUNTY","CAPE CHARLES","VA","","51","131","9.470605","151","","5","","","DELMARVA EDUCATIONAL ASSOCIATION","","","","","","","","","","","","","","","","",""
"1224368","1035317","FCC: Antenna Structure Registration (GIS)","8/17/2011","37.2626","-76.0123","","0.5 KM SOUTH OF MASON AVENUE ON ROUTE # 642","CAPE CHARLES","VA","","51","131","2.453266","225.6","","5","","","Sinclair Telecable, Inc.","","","","","","","","","","","","","","","","",""
"1225589","1254483","FCC: Antenna Structure Registration (GIS)","7/31/2006","37.2986","-75.931299","","20371 Seaside Road","Eastville","VA","","51","131","9.497719","91.4","","6","","","Virginia, Commonwealth of  Dept. of State Police","","","","","","","","","","","","","","","","",""
"1225228","1234399","FCC: Antenna Structure Registration (GIS)","6/6/2002","37.359","-75.9415","","16041 COURTHOUSE ROAD (NORTHAMPTON HIGH SCHOOL)","EASTVILLE","VA","","51","131","9.238801","121.9","","6","","","DEPT OF THE NAVY, PROGRAM EXECUTIVE OFFICE","","","","","","","","","","","","","","","","",""
"1224210","1024280","FCC: Antenna Structure Registration (GIS)","6/13/2007","37.2869","-75.9486","","21268 OLD OYSTER LN","OYSTER","VA","","51","131","10.278842","86.6","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1224632","1059674","FCC: Antenna Structure Registration (GIS)","5/21/2008","37.2719","-75.967499","","BAYVIEW CIRCLE, 2 MILES E OF RT 13, 1.1 MI N OF","CHERITON","VA","","51","131","9.566987","76.2","","5","","","A &amp; N Electric Cooperative","","","","","","","","","","","","","","","","",""
"1224385","1036647","FCC: Antenna Structure Registration (GIS)","5/21/2008","37.5204","-75.8335","","US RT 13 &amp; VA RT 652 INT","EXMORE","VA","","51","131","9.797867","60.9","","5","","","A &amp; N Electric Cooperative","","","","","","","","","","","","","","","","",""
"1223733","1016473","FCC: Antenna Structure Registration (GIS)","5/10/2012","37.3328","-75.9406","","JARVIS FARM RT 13","EASTVILLE","VA","","51","131","10.107198","91.7","","5","","","SBC TOWER HOLDINGS LLC","","","","","","","","","","","","","","","","",""
"1224925","1212166","FCC: Antenna Structure Registration (GIS)","4/27/2000","37.475","-75.8642","","9507 HOSPITAL AVE","NASSAWADOX","VA","","51","131","10.511036","34.1","","7","","","SHORE MEMORIAL HOSPITAL","","","","","","","","","","","","","","","","",""
"1224945","1214082","FCC: Antenna Structure Registration (GIS)","3/7/2002","37.1815","-75.9627","","Townsend, Virginia","Townsend","VA","","51","131","8.487007","151.1","","5","","","Delmarva Educational Association","","","","","","","","","","","","","","","","",""
"1247043","","Virginia Municipal League","2/28/2014","37.268917","-76.000548","","Unknown","Cape Charles","VA","23310","51","131","13.60544582","","Water Treatment Plant Water Tank","","","","Covington, City of","","","","","","","","","","","","","","","","",""
"1225043","1223114","FCC: Antenna Structure Registration (GIS)","2/28/2001","37.5294","-75.9119","","Route 183, Exmore, Virginia","Exmore","VA","","51","131","7.346358","99.1","","5","","","jackman Properties, LLC","","","","","","","","","","","","","","","","",""
"1224821","1205484","FCC: Antenna Structure Registration (GIS)","1/14/2003","37.4331","-75.8845","","CR 620, EAST OF US HIGHWAY 13","BIRDSNEST","VA","","51","131","10.343922","76.2","","5","","","SBA Towers, Inc","","","","","","","","","","","","","","","","",""
"1226089","1282217","FCC: Antenna Structure Registration (GIS)","1/11/2012","37.2622","-76.0128","","600 Bayshore Road","Cape Charles","VA","","51","131","2.54966","60.7","","","","","Sinclair Telecable","","","","","","","","","","","","","","","","",""
"1223695","1016164","FCC: Antenna Structure Registration (GIS)","1/10/2006","37.482","-75.9458","","1 MI E","SILVER BEACH","VA","","51","131","3.673609","85","","5","","","SBA Towers, Inc.","","","","","","","","","","","","","","","","",""
"1242953","1017856","FCC: Land Mobile - Private (GIS)","","37.2992","-75.9319","","ST ROUTE 600 .8KM SOUTH OF ROUTE 636","EASTVILLE","VA","","51","131","9.671278","59.4","TOWER","6","","","VIRGINIA, COMMONWEALTH OF, DEPARTMENT OF STATE POLICE","","","","","","","","","","","","","","","","",""
"1242613","1017856","FCC: Land Mobile - Private (GIS)","","37.2992","-75.9319","","ST RT 600 .5 MI S OF RT 636","EASTVILLE","VA","","51","131","9.671278","59.4","TOWER","6","","","VIRGINIA, COMMONWEALTH OF, DEPARTMENT OF STATE POLICE","","","","","","","","","","","","","","","","",""
"1242152","1017856","FCC: Land Mobile - Private (GIS)","","37.2992","-75.9317","","RT 600 0.8 KM S OF RT 636","EASTVILLE","VA","","51","131","9.641194","59","TOWER","2","","","VIRGINIA DEPARTMENT OF FORESTRY","","","","","","","","","","","","","","","","",""
"1241371","0","FCC: Land Mobile - Private (GIS)","","37.3233","-75.9397","","VA HWY 631 2851 SE OF HWY US 13","EASTVILLE","VA","","51","131","11.755828","30","TOWER","5","","","A &amp; N Electric Cooperative","","","","","","","","","","","","","","","","",""
"1240666","0","FCC: Land Mobile - Private (GIS)","","37.5317","-75.8233","","4112 LANKFORD HWY","EXMORE","VA","","51","131","10.388415","0","","5","","","PALO ALTO, INC. DBA TACO BELL #20946","","","","","","","","","","","","","","","","",""
