X,Y,OBJECTID,X,Y,UNITDESC,FULL_ADDRE,COMPKEY,UNITID,COMPTYPE
-76.137114323847868,36.869561039358153,1,12174049.4545362,3484714.83855577,Old Donation Center,1008 FERRY PLANTATION RD,1849834,GC0057-002,14
-76.11674063381534,36.870138182138255,2,12180002.0909811,3485074.70002371,"PS-342; North Pump Station B Contract",1019 SAW PEN POINT TL,1839324,GC0186,14
-76.120036381014557,36.868748603739427,3,12179051.0682857,3484544.61722376,Saw Pen Point Park,1051 SAW PEN POINT TL,1852143,GC1187,14
-76.120440101869562,36.869044667183495,4,12178930.2891811,3484649.39818104,Witchduck Water Tower,1057 SAW PEN POINT TL,1856839,GC1650,14
-76.215184914524031,36.806144801695261,5,12151777.4942966,3461070.60083502,"PS-426; West Pump Station A Contract",1058 COLLEGE PARK BL,1839500,GC0340,14
-76.138212963440338,36.872323386482073,6,12173703.0164087,3485712.21115549,"PS-339; North Pump Station A Contract",1062 FERRY PLANTATION RD,1839322,GC0184,14
-76.207277790679612,36.804609220278522,7,12154105.3598729,3460567.80400953,"PS-428; West Pump Station A Contract",1114 LEVEL GREEN BL,1839502,GC0342,14
-75.997725755957134,36.840285155343437,8,12215093.116929,3475110.24189003,"PS-115; East Pump Station C Contract",1129 LORETTA LA,1839138,GC0068,14
-76.088677232898434,36.823606342631621,9,12188641.3276044,3468347.13703083,Scarborough Square North Park,1200 CLUB HOUSE RD,1852175,GC1192,14
-76.093213860728838,36.800825564284423,10,12187525.3098963,3460021.81879349,Green Run Elementary School,1200 GREEN GARDEN CI,1849853,GC0077-002,14
-76.160050248022557,36.883273491773501,11,12167218.458557,3489538.70150038,"PS-328; North Pump Station A Contract",1245 SMITH COVE CI,1839454,GC0295,14
-76.09729306731488,36.875745761524279,12,12185637.1720078,3487259.86206767,"PS-280; East Pump Station B Contract",1249 LITTLE NECK RD,1839239,GC0157,14
-75.99910864586171,36.881285829373567,13,12214293.1608357,3490022.00336233,"PS-134; North Pump Station C Contract",1259 E BAY SHORE DR,1853634,GC1134,14
-76.03054769103754,36.874033913003359,14,12205170.1051257,3487140.55525876,First Colonial High School,1272 MILL DAM RD,1816378,GC0014,14
-76.09759913680692,36.876317774977231,15,12185542.3758567,3487465.77808578,Little Neck Neighborhood Park,1277 LITTLE NECK RD,1853795,GC1074,14
-76.039725711820054,36.873249960779987,16,12202493.8112262,3486785.13921701,Holy Family Church Ballfield Park,1279 N GREAT NECK RD,1853978,GC1047,14
-76.057460815402834,36.871930502151152,17,12197320.2706575,3486170.2090978,"PS-216; North Pump Station C Contract",1289 FIVE POINT RD,1839171,GC0102,14
-76.00296586885959,36.84792113160092,18,12213486.6681697,3477848.81268854,Birdneck Canoe Launch (1299 Old Virginia Beach Road),1299 OLD VIRIGNIA BEACH RD,1877497,GC7003,14
-76.008130717314273,36.796116151303686,19,12212473.7216987,3458954.05638189,"PS-126; East Pump Station C Contract",1317 DERBY RN,1853620,GC1126,14
-76.047059485036073,36.874509709708967,20,12200337.41,3487187.82243243,"PS-217; North Pump Station C Contract",1324 MEADOW LAKE RD,1839174,GC0103,14
-76.212768750040325,36.798019249516912,21,12152556.3370136,3458130.20826299,"PS-427; West Pump Station A Contract",1329 COLLEGE PARK BL,1839501,GC0341,14
-76.099298765494154,36.793369399180783,22,12185813.3120665,3457262.6622127,"PS-554; East Pump Station B Contract",1400 S ROSEMONT RD,1839392,GC0245,14
-76.034881728110136,36.879591190972732,23,12203849.9685173,3489130.05703128,"PS-211; North Pump Station C Contract",1403 MILL DAM RD,1839166,GC0097,14
-76.197524014478674,36.794190248737202,24,12157052.6959201,3456845.0393159,"PS-446; West Pump Station A Contract",1441 REGENT UNIVERSITY DR,1839526,GC0359,14
-76.183765492147259,36.793078891960633,25,12161090.1351976,3456539.07629573,"PS-448; West Pump Station A Contract",1452 LAKE JAMES DR,1839529,GC0361,14
-76.173105357147151,36.792664883061981,26,12164214.4118878,3456465.14390933,"PS-449; West Pump Station A Contract",1465 LAKE CHRISTOPHER DR,1839530,GC0362,14
-76.035191301031773,36.885671271497593,27,12203701.6625827,3491340.60410992,"PS-209; North Pump Station C Contract",1527 BAY POINT DR,1839164,GC0095,14
-76.009196198292983,36.787976871154896,28,12212240.0269512,3455983.46830069,"PS-135; East Pump Station C Contract",1528 CORPORATE LANDING PW,1839150,GC0082,14
-76.048075439198229,36.886941447065489,29,12199922.7920738,3491704.78490351,"PS-208; North Pump Station C Contract",1608 DEY COVE DR,1839163,GC0094,14
-76.172945873844881,36.787072101834596,30,12164311.2865208,3454430.66772344,"PS-455; West Pump Station A Contract",1625 LAKE CHRISTOPHER DR,1839537,GC0369,14
-76.202740926592284,36.810024012359861,31,12155385.2827828,3462570.95078483,"PS-429; West Pump Station A Contract",1637 LEVEL GREEN BL,1839503,GC0343,14
-76.180193702542709,36.780284871871331,32,12162250.1666504,3451908.05461958,Charlestown East Park,1760 LEGARE LA,1849043,GC1015,14
-76.060393095254923,36.895389103234905,33,12196242.1247046,3494686.10372868,Great Neck Middle School,1848 N GREAT NECK RD,1816383,GC0016,14
-76.061084949838985,36.89591125216905,34,12196034.9653327,3494870.92002333,Meadow Ridge Park,1860 N GREAT NECK RD,1849962,GC1249,14
-76.036866994108252,36.759804764041192,35,12204407.2881925,3445517.33988356,"PS-637; East Pump Station C Contract",1880 CAPEL MANOR WY,1853618,GC1637,14
-76.063391198261158,36.897651720182886,36,12195344.4341045,3495486.97432868,John B. Dey Elementary School,1900 N GREAT NECK RD,1816391,GC0020,14
-76.132621297546407,36.842199511553595,37,12175613.1579822,3474788.98038578,Town Center,200 TOWN CENTER DR,1872588,GC6735,14
-76.035849041194595,36.583050294641751,38,12206384.9877697,3381193.24483109,Munden Point Park,2001 PEFLEY LA,1851104,GC0986,14
-75.971006456589123,36.83287057867755,39,12222981.7434721,3472620.01273976,205 4th Street,205 04TH ST,1863776,GC1212,14
-76.04527582703885,36.847967484328287,40,12201110.2149684,3477541.02877329,Point OWoods Park,2128 CHICKEN VALLEY RD,1851643,GC1138,14
-75.99180889364213,36.839595663185314,41,12216830.6773381,3474905.24141517,"PS-116; East Pump Station C Contract",216 POST CANYON RD,1839139,GC0069,14
-76.109844193717308,36.835223356250061,42,12182340.6287939,3472417.81650888,"PS-502; North Pump Station B Contract",219 THALIA TRACE DR,1839350,GC0203,14
-76.137814671104607,36.774974787277436,43,12174706.2597845,3450283.08635664,Glenwood Bus Garage,2201 ROUNDHILL DR,1875358,GC7002,14
-76.137686505768102,36.774709202336261,44,12174746.2058987,3450187.3603086,Glenwood Elementary School,2213 ROUND HILL DR,1816379,GC0015,14
-76.026257228544424,36.745206597390705,45,12207653.6007072,3440285.45471467,"PS-648; East Pump Station C Contract",2265 LOCKSLEY AR,1841720,GC0520,14
-76.045850819787589,36.909864810257233,46,12200356.2383577,3500064.92312931,"PS-276; North Pump Station C Contract",2343 LEEWARD SHORE DR,1839235,GC0153,14
-76.05311980291205,36.750329297309364,47,12199737.0660794,3441944.82085001,"PACO- Sherrif Work Release- PAEP, Building #26",2371 COURT PLAZA DR,1875354,GC6045,14
-76.052949594623584,36.750114645572197,48,12199788.9433286,3441867.98828103,PACO Kempsville Building (Finance),2388 COURT PLAZA DR,1875356,GC6046,14
-76.052594673848105,36.856487113593111,49,12198888.9711209,3480586.25686699,Wolfsnare Neighborhood Park,2389 S WOLFSNARE DR,1852611,GC1237,14
-76.05388828199321,36.751694069410242,50,12199499.1147469,3442435.71264111,"PACO- Sherrif Work Release- PAEP, Building #22",2400 NORTH LANDING RD,1875152,GC6033,14
-76.054002262931405,36.751156166580515,51,12199470.8055499,3442239.07113678,"City Attorney - Real Estate Division, Building #20",2412 NORTH LANDING RD,1875153,GC6034,14
-76.048691860451243,36.78161264186015,52,12200738.2341952,3453364.42244326,Lake Placid Park,2420 MIRROR LAKE DR,1850662,GC1057,14
-76.054834057070423,36.750106766887605,53,12199237.0814603,3441850.81616144,Buffington House,2441 NORTH LANDING RD,1886562,GC1989,14
-76.137215667286654,36.767354838552009,54,12174951.0769669,3447514.03822852,Bentley Gate Park,2441 ROUND HILL DR,1853895,GC0997,14
-76.056997917130175,36.749234718326775,55,12198611.528302,3441517.01102216,Pendelton Child Service Center - Building #23,2473 NORTH LANDING RD,1875353,GC6044,14
-76.051404767219367,36.779473892405072,56,12199964.1822187,3452565.38154107,"PS-600; East Pump Station C Contract",2493 MIRROR LAKE DR,1839411,GC0261,14
-76.021810300190083,36.753939338315028,57,12208872.6706451,3443497.9876357,"PS-615; East Pump Station C Contract",2506 TREE GARDEN WY,1839421,GC0271,14
-76.141369349599643,36.765785811264998,58,12173749.0332106,3446912.53555381,"PS-570; West Pump Station B Contract",2615 GAINES MILL DR,1839573,GC0396,14
-76.059349911359888,36.744121106657893,59,12197970.7773749,3439638.02224436,"PS-573; West Pump Station B Contract",2677 WEST NECK RD,1839402,GC0255,14
-76.057060370703681,36.740671234792437,60,12198673.9095,3438399.74663472,BIZNET Village,2756 WEST NECK RD,1875357,GC6047,14
-76.055382572874478,36.737206601838921,61,12199198.0386258,3437151.47411676,"PS-636; West Pump Station B Contract",2833 WEST NECK RD,1839436,GC0285,14
-76.066136348259803,36.778413837080201,62,12195661.092754,3452068.00204645,"PS-571; East Pump Station C Contract",2873 SAVILLE GARDEN WY,1839401,GC0254,14
-76.07326093438887,36.743938673949735,63,12193897.780058,3439466.55513394,Technical/Career Education Center,2925 NORTH LANDING RD,1816446,GC0050,14
-76.073376322088805,36.743899831621533,64,12193864.3450653,3439451.54893427,North Landing Elementary School,2929 NORTH LANDING RD,1816418,GC0034,14
-76.077720195713738,36.903119206550265,65,12191104.7054801,3497369.13158019,"PS-271; North Pump Station C Contract",2993 ISLAND LA,1839231,GC0149,14
-76.031921057901769,36.732281340042732,66,12206117.6547984,3435537.74011905,"PS-633; East Pump Station C Contract",2997 HERON RIDGE DR,1853612,GC1633,14
-76.079571350426477,36.813344161513484,67,12191401.556715,3464680.26321721,"PS-526; East Pump Station B Contract",3085 BOW CREEK BL,1839368,GC0221,14
-76.077595529315261,36.864031433509162,68,12191506.281346,3483143.48214029,"PS-283; North Pump Station B Contract",3110 LITTLE HAVEN RD,1839243,GC0160,14
-76.104783244408395,36.829352799146861,69,12183875.5040211,3470318.66012475,"PS-510; East Pump Station B Contract",312 PALACE GREEN BL,1839356,GC0209,14
-76.080286033896854,36.908456665856676,70,12190304.9070823,3499292.54504941,"PS-200; North Pump Station C Contract",3140 CAPE HENRY DR,1853765,GC1200,14
-76.078512578066309,36.805244528702765,71,12191787.0359213,3461740.22904821,Beach House (Mental Health Magic Hollow Building),3143 MAGIC HOLLOW BL,1873942,GC6742,14
-76.078512578066309,36.805244528702765,72,12191787.0359213,3461740.22904821,Magic Hollow Health Center,3143 MAGIC HOLLOW BL,1875674,GC6067,14
-76.079065872009366,36.79258024386391,73,12191743.3301358,3457126.71925058,"PS-551; East Pump Station B Contract",3168 SHIPPS CORNER RD,1839390,GC0243,14
-76.083758726749167,36.865778164339787,74,12189687.5741124,3483733.03006767,Middle Plantation/Bishops Gate Park,3181 LITTLE HAVEN RD,1850999,GC1085,14
-76.058335190584614,36.725802164566112,75,12198440.4859537,3432978.2893503,"PS-630; West Pump Station B Contract",3284 INDIAN PLANTATION DR,1839432,GC0282,14
-76.09199143598515,36.797839381381444,76,12187910.8376187,3458944.07552784,"PS-547; East Pump Station B Contract",3350 GREEN GARDEN CI,1839387,GC0240,14
