X,Y,Available,Address,AddressZip,Name,BrownField,ContactURL,Phase,Voltage,EnvAuditI,EnvAuditII,FIPS,HubZone,ModifiedBy,OfficePark,OwnerName,OwnerPhone,OwnerEmail,SalePrice,Sale,Waterway,Wetlands,LAMBERT_X,LAMBERT_Y,OFFICIAL,TYPE,HYPERLINK,ACCURACY,Latitude,Longitude,TownFips,contact,Floor_Type,Lease_Type,recent_use,Roof_Type,Town,HeatedManu,OBJECTID,PropertyID,Proprty_ID_Text,PROPERTY_NO,GlobalID,AvailableDate,ClientID,ClientRecordID,ClientTimestamp,AddressStreet,AddressCity,AddressState,PropertyName,ContactID,ContactBrokerID,DEQStatusLetter,ElectricAmperageID,ResearchPark,ElectricProviderID,ElectricPhaseID,ElectricRedundant,ElectricSecondaryProviderID,ElectricVoltageID,FeaturedLocation,ForeignTradeZone,HighwayAccessName,HighwayArteryDistance,HighwayArteryName,HighwayInterchangeName,HighwayInterDistance,HighwayInterName,IndustrialPark,ModifiedDate,NaturalGasDistance,NaturalGasProviderID,NaturalGasOnSite,NaturalGasLineSize,NaturalGasPressure,NaturalGasPropaneEquipped,NatureOfContamination,NewMarketTaxCreditZone,PropertyType,PubliclyOwned,PublicTransportationName,RailroadDistance,RailroadID,RailroadSecondID,RailroadSiding,RailAccess,RemediationPlan,SewerAvailableCapacityToProp,SewerLineSize,SewerOnSiteTreatmentPlant,SewerProviderDistance,SewerProviderID,SewerTreatmentPlantTotalCap,SewerOnSite,SepticCapacity,SepticSystem,ShowOnVAScan,SubmittedBy,SubmittedDate,TechnologyZone,TelecommDigital,TelecommFiber,TelecommFiberOpticLine,TelecommISDN,TelecommOther,TelecommRedundantRoute,TelecommWirelessBroadband,TelecommBroadbandLevel,TownCommunityID,VAEnterpriseZone,WaterAvailableCapacityToProp,WaterProviderDistance,WaterProviderID,WaterLineSize,WaterOnSiteTreatmentPlant,WaterTankCapacity,WaterTreatmentPlantTotalCap,WaterwayChannelDepth,WaterwayName,WellCapacity,WithinCorporateLimits,ZoningConform,ZoningRestrictions,ZoningClassification,ZoningRestrictionsText,brokercontact,LocalityName,GasProvider,WaterProvider,TelecommProvider,SewerProvider,electricprovider,secondaryelectricprovider,Amps,AirportCommDistance,AirportCommercial,AirportGenDistance,AirportGeneral,RailProviderName,SecondaryRailProviderName,Sprinkler_Type,VirtualVARegionID,ConstructionType,HeatedWarehouse,SpaceTotalAvailable,CeilingHeightCenter,industrialceilingheight,officeceilingheight,LargestContParcel,AcreageTotal,imageURL,thumbnailURL
-76.491318638423778,37.094633686860092,1,311 Bell King Road,23601,311 Bell King Road,0,,,,0,0,51700,0,rboyd,0,Private owner,,,,0,0,0,267419.400132,125843.600125,1,F,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=237388,3,37.094626,-76.491317,,"Wallman, Tammy",Concrete,Triple Net          ,Office/Warehouse,Built-Up,,,2442,237388,237388,50647B,{549BF7FD-6858-41B9-9F25-EF747CD3DD1A},,,,,311 Bell King Road,Newport News,VA,311 Bell King Road,4404,2688,0,,0,53,,0,,,0,0,Jefferson Avenue,0.1,VA 143,Oyster Point Road,1.5,I-64,1,2012-10-25T16:26:11.000Z,0,11,1,,,0,,1,Flex,0,,,,,0,0,0,,,0,0,244,,1,,0,0,Robin Boyd,,0,0,0,,0,,0,0,,,1,,0,283,,0,,,,,,1,0,0,M-1,,"Wallman, Tammy",Newport News,Virginia Natural Gas,Newport News Waterworks,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,3,Newport News-Williamsburg International Airport,3,Newport News-Williamsburg International Airport,,,,23,Masonry & Metal,,2000,16,16,,,,,
-76.491005460860436,37.094003437908682,1,"311 Ed Wright Lane, Suite E2",23606,"311 Ed Wright Lane, Suite E2",0,,3,208,0,0,51700,0,rboyd,0,Private,,,,0,0,0,267449.500133,125774.599901,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=237805,3,37.093996,-76.491003,,"Boyd, Robin",Concrete,Triple Net          ,Office/Warehouse,,,,2443,237805,237805,50823B,{A9E4B8C9-0707-48A0-9B7E-EFE31BAD211C},,,,,"311 Ed Wright Lane, Suite E2",Newport News,VA,"311 Ed Wright Lane, Suite E2",4404,2688,0,11,0,53,3,0,,80,0,0,Ed Wright Lane,0.1,Jefferson Avenue,,1.5,I-64,1,2014-11-14T08:35:50.000Z,0,11,1,,,0,,1,Industrial,0,,,,,0,0,0,,,0,0,244,,1,,0,0,Robin Boyd,,0,0,0,,0,,0,0,,,1,,0,283,,0,,,,,,1,1,0,M-1,,"Phillips, Bobby",Newport News,Virginia Natural Gas,Newport News Waterworks,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,400,3,Newport News-Williamsburg International Airport,3,Newport News-Williamsburg International Airport,,,Wet,23,"Masonry, Metal & Glass",Gas,4500,18,16,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=119215,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=119215
-77.516269189082166,38.806686385791195,1,10356-10400 Battleview Parkway,20109,Battlefield Business Park 1,0,,,,0,0,51153,0,MMende,0,Chalmers Property Company,,,,0,0,0,172264.299858,313337.299876,1,F,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=238295,1,38.806679,-77.516267,,"Gahres, James",Concrete,Triple Net          ,Warehouse/Distribution,,,,2452,238295,238295,40291B,{8BB2CCC8-4B7B-4A4A-A0CD-C0AEE63F1722},,,428,,10356-10400 Battleview Parkway,Manassas,VA,Battlefield Business Park 1,4213,,0,,0,45,,0,,,0,0,Battleview Parkway,0.5,Sudley Rd. Rt. 234,Exit 47,0.5,I-66,1,2014-10-28T11:20:22.000Z,0,12,1,,,0,,0,Flex,0,,,,,0,0,0,,,0,0,258,,1,,0,1,William Vaughan,,0,0,1,,0,,0,0,,,0,,0,286,,0,,,,,,0,1,0,B-1,,"Fitzgerald, Lawrence",Prince William,Washington Gas Company,Prince William County Service Authority,Verizon,Prince William County Service Authority,Northern Virginia Electric Cooperative,,,23,Washington Dulles International Airport,7,Manassas Regional Airport,,,,8,Masonry & Glass,Gas Forced Air,23289,16,16,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118273,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118273
-76.125559402913865,36.833743457738812,1,295 Bendix Road,23452,Convergence Center I,0,,,,0,0,51810,0,jwstewar@vbgov.com,0,Olympia Development Corporation,,,,0,0,0,300970.899993,98030.799862,1,O,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=238693,3,36.833736,-76.125557,,"Hall, B. Scott",Concrete,Full Service,Office,,,,2454,238693,238693,50053O,{A0A117DF-466A-4D03-90BF-0F665BD04FBB},,,,,295 Bendix Road,Virginia Beach,VA,Convergence Center I,5499,5941,0,,0,53,,0,,,0,0,Bonney Road,1,Virginia Beach Boulevard,,0.8,I-264,0,2012-05-11T16:41:23.000Z,0,11,1,,,0,,1,Office,0,,,,,0,0,0,,,0,0,244,,1,,0,0,Debbie Ogan,1999-06-29T00:00:00.000Z,0,0,1,0,0,Cox Communications also serves building.,0,0,,,0,,0,451,,0,,,,,,1,0,0,O-1,,,Virginia Beach,Virginia Natural Gas,City of Virginia Beach,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,8,Norfolk International Airport,8,Norfolk International Airport,,,Wet,23,Masonry & Glass,,3078,,,9,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=83181,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=83181
-76.126780912893352,36.833842386500976,1,277 Bendix Road,23452,277 Bendix Road - Convergence Center II,0,,,,0,0,51810,0,STomanova1,0,Olympia Development Corporation,757-463-3600,chip@olympiadevelopment.com,,0,0,0,300861.600113,98037.799854,1,O,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=238725,3,36.833835,-76.126779,,"Hall, B. Scott",Concrete,Full Service,Class A Office,,,,2455,238725,238725,50086O,{CEFE52A7-88D9-4CF2-9B3A-8B17482A7168},,,,,277 Bendix Road,Virginia Beach,VA,277 Bendix Road - Convergence Center II,5499,5941,0,,0,53,,0,,,0,1,Bonney Road,1,Virginia Beach Boulevard,Independence Boulevard,0.5,I-264,0,2014-12-04T13:20:14.000Z,0,11,1,,,0,,1,Office,0,,,,,0,0,0,,,0,0,244,,1,,0,0,Deborah Ogan,2003-08-04T00:00:00.000Z,0,0,1,,0,Cox Communications also serves building.,0,0,,,0,,0,451,,0,,,,,,1,0,0,O-1,,"Holt, Bonnie",Virginia Beach,Virginia Natural Gas,City of Virginia Beach,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,7,Norfolk International Airport,7,Norfolk International Airport,,,Wet,23,Masonry & Glass,,4050,,,9,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=120804,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=120804
-76.126043664027506,36.834541189663803,1,272 Bendix Road,23452,272 Bendix Rd - Convergence Center III - Convergence Center,0,,,,0,0,51810,0,STomanova1,0,Olympia Bendix One LLC,,,,0,0,0,300924.500107,98117.69998,1,O,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=239541,3,36.834534,-76.126042,,"Hall, B. Scott",Concrete,,Class A Office,,,,2456,239541,239541,50252O,{B7B1298D-7228-48BE-A61C-3163378A4C41},negotiable,,,,272 Bendix Road,Virginia Beach,VA,272 Bendix Rd - Convergence Center III - Convergence Center,5499,5941,0,,1,53,,0,,,0,1,Bendix Road,0.2,Bonney Road,,2.1,I-264,0,2014-01-23T09:52:54.000Z,0,11,1,,,0,,1,Office,0,,,,,0,0,0,,,0,0,244,,1,,0,1,Deborah Ogan,2006-01-01T00:00:00.000Z,0,1,1,,0,,0,0,,,0,,0,451,,0,,,,,,1,0,0,29-O2,,"Williams, Lang",Virginia Beach,Virginia Natural Gas,City of Virginia Beach,Cox Communications,Hampton Roads Sanitation District,Dominion Virginia Power,,,9.6,Norfolk International Airport,9.6,Norfolk International Airport,,,Wet,23,Metal & Glass,,22743,,,10,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=107898,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=107898
-76.130106255360687,36.830931930478599,1,361 Southport Circle,23452,361 Southport Circle,0,,,,0,0,51810,0,STomanova1,0,Continental Properties Corporation,,,2100000,1,0,0,300576.899989,97704.200073,1,O,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=239539,3,36.830925,-76.130104,,"Hall, B. Scott",Concrete,,Office,,,,2458,239539,239539,50250O,{933D5C56-F981-4C00-937E-9DA703DFCC95},,,,,361 Southport Circle,Virginia Beach,VA,361 Southport Circle,5499,,0,,0,53,,0,,,0,0,Southport Circle,0.5,Independence Boulevard,Independence Boulevard,0.3,I-64,0,2014-04-07T09:06:11.000Z,0,11,1,,,0,,0,Office,0,,,,,0,0,0,,,0,0,244,,1,,0,0,Deborah Ogan,2006-01-01T00:00:00.000Z,0,0,1,,0,,0,0,,,0,,0,451,,0,,,,,,1,0,0,O-1,,,Virginia Beach,Virginia Natural Gas,City of Virginia Beach,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,13.5,Norfolk International Airport,13.5,Norfolk International Airport,,,Wet,23,Masonry & Glass,,7700,,,9,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=111491,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=111491
-77.31160900486465,37.353766344613831,1,13101 North Enon Church Road,23836,Sustainability Park (RJR facility),0,,,220,0,0,51041,0,bdelvillar,0,Sustainability Park,804-416-1147,info@TheSustainabilityPark.com,0,1,0,0,193846.100122,152544.999902,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=236940,3,37.353759,-77.311607,,"DelVillar, Barbara",Concrete,Industrial Gross    ,Headquarters,EPDM,,,2461,236940,236940,60493B,{E1DEFFF4-5D07-4A32-B2E8-929646EA244B},,{A5752242-D353-4ABF-90A7-2F689B609F2E},CHS00980,,13101 North Enon Church Road,Chester,VA,Sustainability Park (RJR facility),3443,,0,35,0,53,,0,,82,0,0,North Enon Church Road,1,State Route 10,,2,I-295,0,2015-05-04T08:43:14.000Z,0,5,1,8,,0,,0,Industrial,0,,0,2,,1,1,0,,8,0,0,211,,1,,0,1,Michelle Mende,,0,1,1,,0,,0,0,,,0,,0,231,16,0,,,,,,0,0,0,"I-3, Heavy Industrial",,,Chesterfield,Columbia Gas of Virginia,Chesterfield County,Verizon,Chesterfield County,Dominion Virginia Power,,3000,10,Richmond International Airport,10,Richmond International Airport,CSX Transportation,,Wet & Dry,15,Masonry,,186324,28,16,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126368,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126368
-79.338254707156651,36.596709435588409,1,660 Kentuck Road,24540,Dimon Processing Facility,0,,3,480/277,0,0,51590,0,LAshworth1,0,private,,,,1,0,0,14475.69988,66248.10013,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=238307,1,36.596702,-79.338252,,"Ashworth, Laura",Concrete,,Manufacturing/Warehouse,Built-Up on Metal Deck,,Steam,2462,238307,238307,30721B,{D74A8CF2-0D18-4C0D-BE88-BD56EDAEE171},01/01/2014,,,,660 Kentuck Road,Danville,VA,Dimon Processing Facility,5184,,0,50,0,36,3,0,,112,0,0,Kentuck Road,1,US 58,,60,I-85,0,2015-02-24T13:51:56.000Z,0,3,1,3,,0,,1,Industrial,0,,,5,,1,1,0,,6,0,0,398,,1,,0,1,John Loftus,,0,0,0,,0,,0,0,,,1,,0,237,12,0,,,,,,1,0,0,"I, Industrial",,,Danville,City of Danville,City of Danville,Verizon,City of Danville,American Electric Power,,10000,60,Piedmont Triad International Airport,1,Danville Regional Airport,Norfolk Southern Railway Company,,Dry,12,Masonry & Metal,Steam,490000,28,16,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=123996,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=123996
-76.370165883905997,36.804835914618167,1,3100  Elmhurst Lane,23701,3100 Elmhurst Lane,0,,3,,0,0,51740,0,JLoftus,0,Portsmouth Distribution Center LLC,,,,0,0,0,279268.10012,94056.899843,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=237516,1,36.804822,-76.3702,,"Rigney, Charles",Concrete,Triple Net          ,Warehouse,Built-Up,,,2468,237516,237516,50011B,{F63BC4DA-1B13-4E89-8E70-D66EE7F5C0D6},30 days,,237516,,3100  Elmhurst Lane,Portsmouth,VA,3100 Elmhurst Lane,5803,3562,0,3,0,53,3,0,,,0,1,Elmhurst Ln,0.9,Victory Blvd/239,Victory Blvd/#3,0.8,I-264,0,2015-03-11T16:03:32.000Z,0,5,1,3,,0,,1,Industrial,0,"Bus,",50,2,,0,1,0,,10,0,0,244,,1,,0,1,Kristi Ritter,2001-07-05T00:00:00.000Z,0,0,0,,0,,0,0,,,1,,0,250,12,0,,,,,,1,1,0,IL,,"Throne, Bill",Portsmouth,Columbia Gas of Virginia,City of Portsmouth,Cox Communications,Hampton Roads Sanitation District,Dominion Virginia Power,,200,16.2,Norfolk International Airport,5.1,Hampton Roads Executive Airport,CSX Transportation,,Dry,23,Metal,,120000,25,25,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=124991,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=124991
-76.369337640703733,36.805024835688563,1,3050 Elmhurst Ln,23701,3050 Elmhurst Ln,0,,,,0,0,51740,0,JLoftus,0,Portsmouth Distribution Center LLC,,,,0,0,0,279343.799827,94081.399992,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=243721,1,36.80502,-76.369343,,"Rigney, Charles",Concrete,Triple Net          ,Warehouse,,,,2469,243721,243721,50763B,{BF200F01-A856-46D2-97E9-5A4C0E18EC59},,,243721,,3050 Elmhurst Ln,Portsmouth,VA,3050 Elmhurst Ln,5803,3562,0,,0,53,,0,,,0,1,Elmhurst Ln,0.9,Victory Blvd/239,Victory Blvd/#3,0.8,I-264,0,2015-03-11T16:03:40.000Z,0,5,1,,,0,,1,Industrial,0,"Bus,",,,,0,0,0,,,0,0,244,,1,,0,1,jhall1,2013-07-01T15:51:49.000Z,0,0,0,,0,,0,0,,,1,,0,250,,0,,,,,,1,0,0,IL,,"Throne, Bill",Portsmouth,Columbia Gas of Virginia,City of Portsmouth,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,16.2,Norfolk International Airport,5.1,Hampton Roads Executive Airport,,,,23,Metal,,80000,25,25,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=124994,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=124994
-76.578157320630496,37.209378699015318,1,14601 Jefferson Avenue,23603,Carleton Property,0,,,,0,0,51700,0,rboyd,0,John & W. Randolph Carleton,,,5750000,0,0,0,259301.578117,138323.702624,1,S,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=235201,1,37.209612,-76.578381,,"Boyd, Robin",,,,,,,2475,235201,235201,50385S,{3531AE12-13F6-4D84-A208-0FBCAC941FD5},,,,,14601 Jefferson Avenue,Newport News,VA,Carleton Property,4404,6027,0,,0,53,,0,,,0,0,0,0,Jefferson Avenue,Jefferson Avenue,0.5,I-64,0,2014-11-26T09:22:52.000Z,0,11,1,,,0,,0,Site,0,,,,,0,0,0,,,0,0,244,,1,,0,1,Robin Boyd,,0,0,0,,0,,0,0,,,1,,0,283,,0,,,,,,1,1,0,C-1,,"Waltz, Thomas",Newport News,Virginia Natural Gas,Newport News Waterworks,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,7,Newport News-Williamsburg International Airport,7,Newport News-Williamsburg International Airport,,,,23,,,,,,,30,30,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=120337,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=120337
-79.018872099711061,38.182525563432371,1,103 Industry Way,22401,103 Industry Way,0,,3,480,0,0,51790,0,jhollen,0,Industry Way LLC,,,,0,0,0,42143.79986,242330.400055,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=237467,3,38.182518,-79.018869,,"Hamilton (GONE), William",Concrete,,Metal Fabrication,Metal,,,2479,237467,237467,20384B,{E5F6FF44-942F-428C-854D-831B30E224E0},,,,,103 Industry Way,Staunton,VA,103 Industry Way,329,,0,39,0,53,3,0,,105,0,0,Industry Way,0.5,U.S. Route 11,,1.6,I-81,1,2013-07-01T14:04:52.000Z,0,5,1,,,0,,0,Industrial,0,,,,,0,0,0,,6,0,0,229,,1,,0,1,John Loftus,2001-02-06T10:20:42.000Z,0,0,1,0,0,Dual fiber possible.,0,0,,,1,,0,255,10,0,,,,,,1,0,0,"I-2, Heavy Industrial",,,Staunton,Columbia Gas of Virginia,City of Staunton,nTelos,City of Staunton,Dominion Virginia Power,,4000,15,Shenandoah Valley Regional Airport,15,Shenandoah Valley Regional Airport,,,,6,Masonry & Metal,,31500,21.700000,16,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=98998,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=98998
-76.187907821378971,36.839500376580027,1,5789 Arrowhead Drive,23462,5789 Arrowhead Drive,0,,,,0,0,51810,0,STomanova1,0,Unknown,,,,0,0,0,295389.50017,98468.399827,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=238327,3,36.839493,-76.187906,,"Hall, B. Scott",Concrete,Triple Net          ,Warehouse,,,,2483,238327,238327,50892B,{8FCDFEDA-9AB6-460E-9922-B5E9E2B4A5B5},10/2013,,,,5789 Arrowhead Drive,Virginia Beach,VA,5789 Arrowhead Drive,5499,5567,0,,0,53,,0,,,0,0,Arrowhead Drive,0.5,Newtown Road,Newtown Road,0.6,I-64,0,2014-04-08T10:20:47.000Z,0,11,1,,,0,,0,Industrial,0,,,,,0,0,0,,,0,0,244,,1,,0,1,Deborah Ogan,,0,0,0,,0,,0,0,,,0,,0,451,,0,,,,,,1,1,0,I-1,,"Guion, Jonathan",Virginia Beach,Virginia Natural Gas,City of Virginia Beach,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,4.7,Norfolk International Airport,4.7,Norfolk International Airport,,,,23,Masonry,HVAC,10600,18,18,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=111747,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=111747
-77.586131280142766,37.678214308643788,1,Nuckols Road and Hickory Park Drive,23060,Hickory Park Office Condos,0,,,,0,0,51087,0,RBostic,0,West End Dental Prop LLC,,,800000,1,0,0,168788.300094,188002.399873,1,O,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=239549,3,37.678207,-77.586129,,"McLaren, Gary",Concrete,Full Service,Office,,,,2486,239549,239549,61029O,{E46B71C1-DC8A-4A76-A17B-01A63DCF82AB},Now,{A5752242-D353-4ABF-90A7-2F689B609F2E},HEN00623,,Nuckols Road and Hickory Park Drive,Glen Allen,VA,Hickory Park Office Condos,198,5216,0,,0,53,,0,,,0,0,Nuckols Road,0,Nuckols Road,Nuckols Road & I-295,0.25,I-295,0,2015-05-06T08:02:31.000Z,0,6,1,,,0,,0,Office,0,,,,,0,0,0,,,0,0,247,,1,,0,0,Michelle Mende,2006-05-01T00:00:00.000Z,0,0,0,,0,,0,0,,,0,,0,260,,0,,,,,,0,1,0,O-3,,"Douglas, Mark",Henrico,City of Richmond,Henrico County,Verizon,Henrico County,Dominion Virginia Power,,,25,Richmond International Airport,25,Richmond International Airport,,,,15,Masonry,,4276,,,0,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126513,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126513
-77.027887493163647,36.683144176711842,1,24530 Agri Park Drive,23837,Southampton County Virtual Building,0,,3,460,1,0,51175,0,ajarratt1,0,Southampton County,,,,1,0,1,220960.199977,78780.199984,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=238291,2,36.683137,-77.027885,,"Jarratt, Amanda",Concrete,,Warehouse/Distribution,,,,2487,238291,238291,50882B,{64389B8C-E635-4AAE-B8A5-A314FA958470},,,,,24530 Agri Park Drive,Courtland,VA,Southampton County Virtual Building,6293,,0,28,0,53,3,0,,103,0,0,Agri Park Drive,0.3,US 58,Emporia,30,I-95,1,2014-03-24T08:31:10.000Z,350,5,0,4,,0,,0,Industrial,1,,,,,0,0,0,,8,0,400,365,1.250000,0,,0,1,Michelle Mende,,0,1,1,1000,1,,0,0,,,1,,450,417,8,0,150000,,,,,0,0,0,M-I,,,Southampton,Columbia Gas of Virginia,Southampton County,Verizon,Southampton County,Dominion Virginia Power,,2000,55,Norfolk International Airport,5,Franklin Municipal Airport,,,ESFR,23,Tilt-up Masonry,Electric,178000,34,32,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=110991,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=110991
-77.467744301721808,37.744351875268109,1,306 Ashcake Road,23005,306 Ashcake Rd. - Hanover Business Center Building A,0,http://www.grpva.com/New_pages/ps_grpcontact.html,3 & 4,277/480,0,0,51085,0,MMende,0,"FP Hanover AB, LLC",804-262-7347,,,0,0,0,179066.300115,195562.500005,1,F,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=236760,3,37.744344,-77.467742,51307,"Deusebio, Susan",Concrete,Triple Net          ,Class B Flex,Rubber Membrane,Ashland,,2490,236760,236760,60855B,{FE129B0B-80D2-4B93-9E06-358FD37F7FC5},,{A5752242-D353-4ABF-90A7-2F689B609F2E},HAN01862,2004-10-14T09:28:23.000Z,306 Ashcake Road,Ashland,VA,306 Ashcake Rd. - Hanover Business Center Building A,193,3977,0,3,0,53,10,0,,95,0,0,Ashcake Road,0,Route  1,,2,I-95,1,2015-02-19T13:41:57.000Z,0,11,1,,,0,,0,Flex,0,,,,,0,0,0,,0,0,0,245,,1,,0,1,,,0,0,1,,0,,0,0,,,0,,0,273,8,0,,,,,,1,1,0,B-2,,"Carpin, John",Hanover,Virginia Natural Gas,Hanover County,Cavalier Telephone Company,Hanover County,Dominion Virginia Power,,200,20,Richmond International Airport,5,Hanover County Municipal Airport,,,,15,Brick,,15615,22,16,,,,,
-77.466869501649725,37.745118096417094,1,340 Hill Carter Parkway,23005,340 Hill Carter Parkway-Hanover Business Center,0,,,227/480,0,0,51085,0,sdeusebio,0,First Potomac Realty Trust,,,,0,0,0,179141.50015,195649.199901,1,F,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=237643,3,37.745111,-77.466867,51307,"Deusebio, Susan",Concrete,,Warehouse,Rubber Membrane,Ashland,,2491,237643,237643,60857B,{0515CA8E-C811-4531-8AB4-8A79D833F6FE},,{A5752242-D353-4ABF-90A7-2F689B609F2E},HAN01863,,340 Hill Carter Parkway,Ashland,VA,340 Hill Carter Parkway-Hanover Business Center,193,3977,0,3,0,53,,0,,86,0,0,Washington Hwy,0.25,Route  1,,1,I-95,1,2015-05-15T11:38:29.000Z,0,11,1,,,0,,0,Flex,0,,,,,0,0,0,,0,0,0,245,,1,,0,1,Susan Deusebio,,0,0,1,,0,,0,0,,,0,,0,273,8,0,,,,,,1,1,0,B-2,,"Carpin, John",Hanover,Virginia Natural Gas,Hanover County,Cavalier Telephone Company,Hanover County,Dominion Virginia Power,,200,20,Richmond International Airport,5,Hanover County Municipal Airport,,,,15,Masonry & Metal,,8419,22,16,16,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126774,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126774
-77.356199613828664,37.51346703177402,1,4300-4326 Eubank Road,23231,4300-4326 Eubank Road,0,,,,0,0,51087,0,RBostic,0,Fairfax Limited,,,,0,0,0,189486.499943,170169.899925,1,I,http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?PropertyID=236811,3,37.51346,-77.356197,,"McLaren, Gary",Concrete,Industrial Gross    ,Distribution,Built-Up,,,2493,236811,236811,60331B,{B88F9C5F-B582-4DE5-B256-55848DDE92B6},Now,{A5752242-D353-4ABF-90A7-2F689B609F2E},HEN00029,,4300-4326 Eubank Road,Henrico,VA,4300-4326 Eubank Road,5619,3217,0,,0,53,,0,,,0,0,Eubank Road,0.3,Laburnum Avenue,,2,I-64,1,2015-01-27T07:34:04.000Z,0,6,1,6,,0,,0,Industrial,0,,0,,,0,0,0,,15,0,0,247,,1,,0,1,Rita Bostic,,0,0,0,,0,,0,0,,,0,,0,260,12,0,,,,,,0,1,0,M-1,,"Porter, Clifford",Henrico,City of Richmond,Henrico County,Verizon,Henrico County,Dominion Virginia Power,,,1,Richmond International Airport,1,Richmond International Airport,,,Wet,15,Masonry,Natural Gas,13512,18,16.5,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122281,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122281
