objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1225759","1262753","FCC: Antenna Structure Registration (GIS)","9/25/2010","38.3871","-77.9868","","OFF ZACHARY TAYLOR HIGHWAY","CULPEPER","VA","","51","047","93.807075","59.4","","5","","","National Communication Towers, LLC","","","","","","","","","","","","","","","","",""
"1224466","1044363","FCC: Antenna Structure Registration (GIS)","6/13/2007","38.5335","-77.9433","","12282 Mount Zion Church Road","Culpeper","VA","","51","047","162.985992","85.3","","5","","","CROWN ATLANTIC COMPANY, LLC","","","","","","","","","","","","","","","","",""
"1224940","1213224","FCC: Antenna Structure Registration (GIS)","5/28/2010","38.4846","-77.9891","","HENDRICK STREET @ RADIO LANE","CULPEPER","VA","","51","047","116.742851","99","","5","","","Piedmont Communications, Inc.","","","","","","","","","","","","","","","","",""
"1225221","1234216","FCC: Antenna Structure Registration (GIS)","5/24/2002","38.5117","-78.0558","",".25M N OF THE INT OF US HWY 522 &amp; STATE ROUTE 633","CULPEPER","VA","","51","047","177.958694","103.6","","3","","","CULPEPER COUNTY VA BD OF SUPERVISORS","","","","","","","","","","","","","","","","",""
"1225219","1234213","FCC: Antenna Structure Registration (GIS)","5/24/2002","38.3495","-78.0345","",".5M EAST OF STATE ROUTE 615 2M SOUTH OF","MITCHELLS","VA","","51","047","107.726127","109.7","","3","","","CULPEPER COUNTY VIRGINIA BD OF SUPERVISORS","","","","","","","","","","","","","","","","",""
"1225218","1234212","FCC: Antenna Structure Registration (GIS)","5/24/2002","38.5933","-77.9453","","1.1M EAST OF STATE ROUTE 229 ON SOUTH SIDE OF OAK SHADE ROAD","RIXEYVILLE","VA","","51","047","98.383064","109.7","","3","","","CULPEPER COUNTY VA BD OF SUPERVISOR","","","","","","","","","","","","","","","","",""
"1223746","1016486","FCC: Antenna Structure Registration (GIS)","5/10/2012","38.4821","-77.9627","","ROUTE 666","CULPEPPER","VA","","51","047","121.709426","86","","5","","","SBC TOWER HOLDINGS LLC","","","","","","","","","","","","","","","","",""
"1224706","1063918","FCC: Antenna Structure Registration (GIS)","4/30/1999","38.4947","-77.9261","","US RT 15  .5 MI SOUTH","CULPEPER","VA","","51","047","103.883766","178.3","","","","","VIRGINIA, COMMONWEALTH OF  DBA =  DEPARTMENT OF STATE POLICE","","","","","","","","","","","","","","","","",""
"1223933","1017551","FCC: Antenna Structure Registration (GIS)","4/14/2011","38.5031","-77.8908","","19513 BRANDY RD","BRANDY STATION","VA","","51","047","108.916786","16.1","","5","","","Alltel Communications of Petersburg, Inc.","","","","","","","","","","","","","","","","",""
"1223912","1017507","FCC: Antenna Structure Registration (GIS)","4/14/2011","38.4702","-77.9934","","US AVE","CULPEPPER","VA","","51","047","123.747024","76.2","","5","","","Alltel Communications of Petersburg, Inc.","","","","","","","","","","","","","","","","",""
